,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,playlist_name
4,Ella Fitzgerald,Ella And Basie,Dream A Little Dream Of Me,7sO8fLoq7H3er7C24UtLiF,0.283,0.0738,7,-23.595,1,0.0763,0.0,0.105,0.223,72.034,246160,4,48.0,M255 Subset of List 40
5,The Byrds,Turn! Turn! Turn!,Turn! Turn! Turn! (To Everything There Is a Season),5qBqBdfTEIWJwAS0Jm2F5R,0.451,0.818,2,-8.124,1,0.0439,2.92e-05,0.052,0.755,124.532,229360,4,65.0,M255 Subset of List 40
6,"Peter, Paul and Mary",Album 1700,Leaving on a Jet Plane,6ZSTinOwx5dKFYc6iYyGDn,0.414,0.167,9,-16.519,1,0.0484,0.0,0.117,0.384,133.45,207240,4,64.0,M255 Subset of List 40
7,Janis Joplin,I Got Dem Ol' Kozmic Blues Again Mama!,Maybe,0xGSeBsG4V8Scc5YqpZQ66,0.4,0.35,8,-11.401,1,0.0345,0.0397,0.103,0.328,83.389,219133,4,59.0,M255 Subset of List 40
8,Jimmy Cliff,"Wonderful World, Beautiful People",Many Rivers To Cross,1dZxI6OuzwJ283y3gOU1Kq,0.399,0.212,5,-16.03,1,0.0747,0.000434,0.116,0.149,137.76,164067,4,51.0,M255 Subset of List 40
9,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),Wild World,7mjSHL2Eb0kAwiKbvNNyD9,0.48,0.542,0,-8.51,1,0.0348,0.000609,0.113,0.567,152.853,200560,4,77.0,M255 Subset of List 40
0,Aretha Franklin,Respect - The Very Best of,I Say a Little Prayer,0FD8KMG4pHp0O9clTpChjp,0.59,0.355,9,-14.051,1,0.0352,0,0.0585,0.499,133.03,216773,4,59.0,Top_40_Playlist
1,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),Wild World,7mjSHL2Eb0kAwiKbvNNyD9,0.48,0.542,0,-8.51,1,0.0348,0.000609,0.113,0.567,152.853,200560,4,77.0,Top_40_Playlist
2,The Temptations,The Temptations Sing Smokey,My Girl,745H5CctFr12Mo7cqa1BMH,0.572,0.418,0,-10.738,1,0.0349,0,0.0961,0.694,104.566,165000,4,80.0,Top_40_Playlist
3,Ella Fitzgerald,Ella And Basie,Dream A Little Dream Of Me,7sO8fLoq7H3er7C24UtLiF,0.283,0.0738,7,-23.595,1,0.0763,0,0.105,0.223,72.034,246160,4,48.0,Top_40_Playlist
4,Janis Joplin,I Got Dem Ol' Kozmic Blues Again Mama!,Maybe,0xGSeBsG4V8Scc5YqpZQ66,0.4,0.35,8,-11.401,1,0.0345,0.0397,0.103,0.328,83.389,219133,4,59.0,Top_40_Playlist
5,"Crosby, Stills & Nash","Crosby, Stills & Nash",Helplessly Hoping - 2005 Remaster,1UKobFsdqNXQb8OthimCKe,0.483,0.159,7,-13.648,1,0.0353,0,0.111,0.423,146.721,157893,4,68.0,Top_40_Playlist
6,"Peter, Paul and Mary",Album 1700,Leaving on a Jet Plane,6ZSTinOwx5dKFYc6iYyGDn,0.414,0.167,9,-16.519,1,0.0484,0,0.117,0.384,133.45,207240,4,64.0,Top_40_Playlist
7,Bill Withers,Just As I Am,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,4,-11.451,0,0.122,1.72e-05,0.117,0.515,78.169,125093,4,79.0,Top_40_Playlist
8,Joe Cocker,With A Little Help From My Friends,With A Little Help From My Friends,0YZ3J8xzGwLOg4yEgST1YK,0.307,0.43,2,-11.333,1,0.0629,0.000994,0.0988,0.305,145.224,312173,3,67.0,Top_40_Playlist
9,Ray Charles,True Genius,Georgia on My Mind,6yMGxqKj0218mFR5KqsMRq,0.19,0.323,7,-12.405,1,0.0303,2.17e-06,0.176,0.281,94.34,219560,4,60.0,Top_40_Playlist
0,The Temptations,The Temptations Sing Smokey,My Girl,745H5CctFr12Mo7cqa1BMH,0.572,0.418,0,-10.738,1,0.0349,0,0.0961,0.694,104.566,165000,4,80.0,Nostalgia
1,Aretha Franklin,Respect - The Very Best of,I Say a Little Prayer,0FD8KMG4pHp0O9clTpChjp,0.59,0.355,9,-14.051,1,0.0352,0,0.0585,0.499,133.03,216773,4,59.0,Nostalgia
2,Sam Cooke,Ain't That Good News,A Change Is Gonna Come,0KOE1hat4SIer491XKk4Pa,0.212,0.383,10,-10.071,1,0.0347,0,0.299,0.452,173.79,191160,3,67.0,Nostalgia
3,Louis Armstrong,What A Wonderful World,What A Wonderful World,29U7stRjqHU6rMiS8BfaI9,0.271,0.165,5,-20.652,1,0.0351,1.6e-06,0.118,0.203,77.082,139227,4,69.0,Nostalgia
4,Frank Sinatra,Strangers In The Night (Expanded Edition),Strangers In The Night,74VR3AkGPhbYXnxcOYa16x,0.259,0.473,5,-8.275,1,0.0295,0,0.201,0.539,90.348,157867,4,71.0,Nostalgia
5,Ella Fitzgerald,Ella And Basie,Dream A Little Dream Of Me,7sO8fLoq7H3er7C24UtLiF,0.283,0.0738,7,-23.595,1,0.0763,0,0.105,0.223,72.034,246160,4,48.0,Nostalgia
6,Ray Charles,True Genius,Georgia on My Mind,6yMGxqKj0218mFR5KqsMRq,0.19,0.323,7,-12.405,1,0.0303,2.17e-06,0.176,0.281,94.34,219560,4,60.0,Nostalgia
7,Bill Withers,Just As I Am,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,4,-11.451,0,0.122,1.72e-05,0.117,0.515,78.169,125093,4,79.0,Nostalgia
8,Santana,Abraxas,Oye Como Va,5u6y4u5EgDv0peILf60H5t,0.736,0.379,7,-13.208,1,0.0539,0.345,0.104,0.948,128.399,256933,4,67.0,Nostalgia
9,Wilson Pickett,In the Midnight Hour,In the Midnight Hour,4NRQwaks9r58tTDvr4iEyv,0.75,0.444,4,-8.63,1,0.0403,3.69e-06,0.118,0.849,111.919,157160,4,65.0,Nostalgia
0,Louis Armstrong,What A Wonderful World,What A Wonderful World,29U7stRjqHU6rMiS8BfaI9,0.271,0.165,5,-20.652,1,0.0351,1.6e-06,0.118,0.203,77.082,139227,4,69.0,Excerpted Playlist
1,Ella Fitzgerald,Ella And Basie,Dream A Little Dream Of Me,7sO8fLoq7H3er7C24UtLiF,0.283,0.0738,7,-23.595,1,0.0763,0.0,0.105,0.223,72.034,246160,4,48.0,Excerpted Playlist
2,Bill Withers,Just As I Am,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,4,-11.451,0,0.122,1.72e-05,0.117,0.515,78.169,125093,4,79.0,Excerpted Playlist
3,The Rolling Stones,Let It Bleed,You Can't Always Get What You Want,6lFZbCc7pn6Lme1NP7qQqQ,0.32,0.62,0,-9.686,1,0.0594,6.36e-05,0.253,0.472,86.327,448720,4,69.0,Excerpted Playlist
4,Ben E. King,Stand By Me,Stand By Me,2KQM3kDM0zMBC9iynePBbS,0.653,0.334,9,-6.955,1,0.0313,3.47e-05,0.123,0.665,119.46,174253,4,59.0,Excerpted Playlist
5,The Temptations,The Temptations Sing Smokey,My Girl,745H5CctFr12Mo7cqa1BMH,0.572,0.418,0,-10.738,1,0.0349,0.0,0.0961,0.694,104.566,165000,4,80.0,Excerpted Playlist
6,Frank Sinatra,Strangers In The Night (Expanded Edition),Strangers In The Night,74VR3AkGPhbYXnxcOYa16x,0.259,0.473,5,-8.275,1,0.0295,0.0,0.201,0.539,90.348,157867,4,71.0,Excerpted Playlist
7,Bob Dylan,Highway 61 Revisited,Like a Rolling Stone,3AhXZa8sUQht0UEdBJgpGc,0.482,0.721,0,-6.839,1,0.0321,0.0,0.189,0.557,95.263,369600,4,71.0,Excerpted Playlist
8,The Impressions,People Get Ready,People Get Ready,6AeG6jSoAVbmUFO6LyYmBf,0.414,0.249,1,-12.674,1,0.0369,8.37e-06,0.188,0.341,142.442,163360,3,59.0,Excerpted Playlist
9,Johnny Cash,At Folsom Prison,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",2fDHuS1PTkHBbCWWZF1ph9,0.621,0.524,0,-15.269,1,0.0803,0.00199,0.893,0.889,110.586,162653,4,69.0,Excerpted Playlist
0,Aretha Franklin,Respect - The Very Best of,I Say a Little Prayer,0FD8KMG4pHp0O9clTpChjp,0.59,0.355,9,-14.051,1,0.0352,0,0.0585,0.499,133.03,216773,4,59.0,MUSC255: Subset_of_40
1,Ben E. King,Stand By Me,Stand By Me,2KQM3kDM0zMBC9iynePBbS,0.653,0.334,9,-6.955,1,0.0313,3.47e-05,0.123,0.665,119.46,174253,4,59.0,MUSC255: Subset_of_40
2,Jimi Hendrix,Axis: Bold As Love,Little Wing,1Eolhana7nKHYpcYpdVcT5,0.515,0.534,6,-8.045,1,0.0768,0.00278,0.0547,0.426,70.776,145747,4,72.0,MUSC255: Subset_of_40
3,Simon & Garfunkel,Bookends,America,6dfhF1BDGmhM69fnCb6wSC,0.259,0.241,2,-15.955,1,0.042,6.62e-06,0.0849,0.275,178.453,215293,3,65.0,MUSC255: Subset_of_40
4,Leonard Cohen,Songs From A Room,Bird on the Wire,3M0QK0bYdiGMu6JNoPk8YG,0.402,0.114,9,-15.691,1,0.0321,0.0024,0.318,0.191,128.332,206373,3,51.0,MUSC255: Subset_of_40
5,Jefferson Airplane,Surrealistic Pillow,White Rabbit,4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2,-12.503,1,0.0272,0.000273,0.0864,0.322,106.798,150640,4,72.0,MUSC255: Subset_of_40
6,Otis Redding,Complete & Unbelievable: The Otis Redding Dictionary of Soul,Try a Little Tenderness,36AlMHDBFwSsD3FQOy1R81,0.587,0.133,9,-15.151,0,0.0565,2.26e-05,0.258,0.068,102.938,201733,4,63.0,MUSC255: Subset_of_40
7,Nina Simone,Pastel Blues,Sinnerman,5xRP5iyVdGglqlY4Vcjhkx,0.436,0.543,11,-13.351,0,0.0962,9.35e-06,0.0937,0.663,148.282,622000,4,63.0,MUSC255: Subset_of_40
8,Louis Armstrong,What A Wonderful World,What A Wonderful World,29U7stRjqHU6rMiS8BfaI9,0.271,0.165,5,-20.652,1,0.0351,1.6e-06,0.118,0.203,77.082,139227,4,69.0,MUSC255: Subset_of_40
9,Ella Fitzgerald,Ella And Basie,Dream A Little Dream Of Me,7sO8fLoq7H3er7C24UtLiF,0.283,0.0738,7,-23.595,1,0.0763,0,0.105,0.223,72.034,246160,4,48.0,MUSC255: Subset_of_40
