,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,playlist_name
9,Geek Music,"America, F**K Yeah! (From ""Team America World Police"")","America, F**K Yeah! (From ""Team America World Police"")",5QTTqnJUZ67yVXexI5efjI,0.543,0.695,4,-8.075,0,0.0839,0.0,0.106,0.266,169.664,163332,4,45.0,Obama's Mixtape
0,アトラスサウンドチーム,PERSONA5 ORIGINAL SOUNDTRACK,Beneath the Mask,5XLXrm5JVMdOus1fWmTOFw,0.717,0.466,5,-12.434,1,0.0259,0.105,0.161,0.644,147.966,277880,4,59.0,Aidans Shower Playlist
1,DS Music,"Aria of the Soul (From ""Persona 5"")","Aria of the Soul (From ""Persona 5"")",6Et51Jb2Jj8Fg9FVwdlzEx,0.398,0.224,2,-12.949,1,0.0622,0.919,0.106,0.114,98.783,170899,4,20.0,Aidans Shower Playlist
2,Streaming Music Studios,The Legend of Zelda: Breath of the Wild - A Piano Collection,"Kass's Theme (From ""The Legend of Zelda: Breath of the Wild"") [Piano Version]",4GbeaulUGgkDkuCZJ95CLE,0.584,0.17,9,-20.902,0,0.0641,0.858,0.106,0.338,169.748,60831,3,32.0,Aidans Shower Playlist
3,The Marcus Hedges Trend Orchestra,The Wind Waker Orchestrated,The Great Sea,1D644kNnetS59dp2wUoVMl,0.373,0.442,2,-11.403,1,0.0331,0.847,0.331,0.351,139.895,227861,4,36.0,Aidans Shower Playlist
4,Andrew Skeet,The Greatest Video Game Music,Super Mario Galaxy: Gusty Garden Galaxy,05XPxcgHp4I4CFlOhMnskS,0.249,0.316,1,-14.587,1,0.0368,0.963,0.294,0.32,153.897,229777,4,46.0,Aidans Shower Playlist
5,Arcade Player,"Super Mario Galaxy, Greatest Themes & Sounds",Battlerock Galaxy,5HegnNzBAn6XsL4XTpBHIq,0.471,0.0859,4,-13.043,1,0.0316,0.917,0.132,0.217,137.955,204521,4,20.0,Aidans Shower Playlist
6,Various Artists,ペルソナ4 オリジナル・サウンドトラック,Your Affection,6idKSeBnFz49htgvyWoMro,0.687,0.884,11,-5.91,1,0.0342,0.000617,0.334,0.744,119.026,172013,4,47.0,Aidans Shower Playlist
7,アトラスサウンドチーム,PERSONA5 ORIGINAL SOUNDTRACK,Life Will Change,0LNyWv4RYKbaXIvzk6nMxZ,0.702,0.92,0,-5.121,0,0.0363,0.0133,0.127,0.625,131.986,262027,4,58.0,Aidans Shower Playlist
8,Thennecan,"The Battle for Everyone's Souls (From ""Persona 3"")","The Battle for Everyone's Souls (From ""Persona 3"")",6Mf81jUHqt2RPldYSl2P2F,0.441,0.735,11,-6.598,0,0.0331,0.859,0.0611,0.256,150.044,338800,4,4.0,Aidans Shower Playlist
9,Various Artists,ペルソナ3 オリジナル・サウンドトラック,キミの記憶,34RdcQ0rkkbdjbx7ks6BJF,0.649,0.802,2,-7.947,1,0.028,0.0,0.252,0.819,111.979,369387,4,47.0,Aidans Shower Playlist
0,NERO,Welcome Reality +,Scorpions,5Ch7MDCPiHTyLtkaaGGPEE,0.264,0.9,6,-4.416,1,0.0587,0.0425,0.2,0.0369,104.905,355880,3,30.0,Siri's Selections for the Robot Uprising
1,Virtual Riot,Chemistry EP,Borg,3pXmEIRFqRBmJUUWT6j1ol,0.569,0.96,1,-4.513,1,0.296,0.00135,0.0734,0.0413,75.016,265100,4,35.0,Siri's Selections for the Robot Uprising
2,edIT,Crying over Pros for No Reason (Deluxe Edition),Ants,5Fwq7F2yjF3eQnvkfjN4LY,0.602,0.532,10,-7.468,1,0.042,0.175,0.41,0.173,139.65,243133,4,42.0,Siri's Selections for the Robot Uprising
3,Daft Punk,Human After All,Technologic,0LSLM0zuWRkEYemF7JcfEE,0.812,0.516,9,-6.963,1,0.224,1.09e-05,0.0991,0.633,127.498,284280,4,52.0,Siri's Selections for the Robot Uprising
4,Grandtheft,Mobbin / Give Me More,Mobbin,4bv3f4z27By49AbtqYO3mq,0.607,0.839,11,-4.058,1,0.0968,0.894,0.076,0.201,179.741,186667,4,36.0,Siri's Selections for the Robot Uprising
5,Dogg Master,Like a Robot,Decompression Activated,6LmgvqJAUtNt47P4Unahh4,0.828,0.717,10,-8.833,0,0.142,0.351,0.0626,0.351,115.014,128640,4,7.0,Siri's Selections for the Robot Uprising
6,Daft Punk,Discovery,"Harder, Better, Faster, Stronger",5W3cjX2J3tjhG8zb6u0qHn,0.817,0.716,6,-8.898,0,0.144,0.00263,0.358,0.692,123.474,224693,4,72.0,Siri's Selections for the Robot Uprising
7,Broken Elegance,Watchtower EP,Falling Awake,2WyR0X74ighrvRMEfs46V4,0.559,0.843,5,-6.401,0,0.0399,0.708,0.107,0.298,129.985,227077,4,10.0,Siri's Selections for the Robot Uprising
8,Au5,Secret Weapon,Smoke,7pzB3G1ZOfPjjEdQ9b7Pxt,0.654,0.809,1,-7.031,0,0.114,0.101,0.096,0.185,128.024,303047,4,34.0,Siri's Selections for the Robot Uprising
9,Feed Me,Calamari Tuesday,Lonely Mountain,1kGbB1kCZfRqC7sijKBBN4,0.426,0.81,9,-5.463,0,0.333,0.0159,0.184,0.18,127.483,340367,4,31.0,Siri's Selections for the Robot Uprising
10,Au5,Cataclysm,Cataclysm,7Bka7BItYbiCQOSbJNx0ni,0.509,0.867,6,-5.859,1,0.0511,0.383,0.105,0.0675,140.028,300000,4,25.0,Siri's Selections for the Robot Uprising
11,Skrillex,Recess,Ragga Bomb,2zBXZY8lvzzmtzm07uImXc,0.595,0.961,7,-3.781,1,0.31,0.0,0.271,0.61,174.071,258827,4,55.0,Siri's Selections for the Robot Uprising
0,Various Artists,It's Always Sunny In Philadelphia (Music from the Original FX Series),Off Broadway,7uSWYgt3MmFjLshyRdIgPL,0.602,0.668,2,-8.71,1,0.0352,0.876,0.462,0.849,150.073,150635,4,27.0,Thomas Cat's Chase Music Collection
1,Vulfpeck,Mr Finish Line,Tee Time,3XxpR8oXqq5Km5X4LlS0pi,0.578,0.889,6,-9.708,1,0.0348,0.73,0.0984,0.868,140.986,169004,4,41.0,Thomas Cat's Chase Music Collection
2,Various Artists,SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜,LOVE & MONEY,16211VKpjM4Hh3MfIlcu4s,0.564,0.971,9,-5.338,0,0.0362,0.132,0.223,0.961,155.437,299933,4,46.0,Thomas Cat's Chase Music Collection
3,Various Artists,SUPER EUROBEAT presents INITIAL D〜D SELECTION 3〜,NIGHT & DAY,1tYWuxQgXJqA4L4jACzjcK,0.38,0.985,1,-5.074,0,0.0548,5.3e-05,0.226,0.871,75.659,311300,4,47.0,Thomas Cat's Chase Music Collection
4,Various Artists,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Speed,5EbTHYIQQtNNMloPNirkKi,0.413,0.912,4,-5.092,0,0.0878,0.0203,0.14,0.497,165.156,168587,4,43.0,Thomas Cat's Chase Music Collection
5,Fatboy Slim,The Greatest Hits: Why Try Harder,Weapon Of Choice,08kB9HSfrcIi83rymwgjMz,0.626,0.947,8,-4.608,0,0.057,0.78,0.209,0.959,195.972,219813,4,50.0,Thomas Cat's Chase Music Collection
6,Cory Wong,The Optimist,Jax,39PRMLzu72Nz6lSOCF3bWN,0.781,0.84,5,-7.689,1,0.0578,0.834,0.0505,0.698,111.995,252253,4,37.0,Thomas Cat's Chase Music Collection
7,Ricky Martin,Ricky Martin,Livin' la Vida Loca,0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.954,1,-3.756,0,0.0476,0.0,0.0555,0.933,178.043,243160,4,75.0,Thomas Cat's Chase Music Collection
8,A Certain Ratio,Sextet,Lucinda,7km2akG0G3Z5STqoKrHZPf,0.69,0.902,2,-6.632,1,0.0686,0.833,0.0923,0.783,124.855,234813,4,31.0,Thomas Cat's Chase Music Collection
9,Kristofer Maddigan,Cuphead (Original Soundtrack),Fiery Frolic,02h2lqTc872LnYQ7TOFMmF,0.607,0.679,7,-6.221,0,0.114,0.659,0.336,0.715,150.229,217627,4,40.0,Thomas Cat's Chase Music Collection
10,Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Blitzkrieg Bop - 2016 Remaster,4KcH1ZRV2W1q7Flq0QqC76,0.385,0.783,9,-2.533,1,0.233,0.47,0.108,0.902,176.701,134467,4,73.0,Thomas Cat's Chase Music Collection
11,Carpenter Brut,Leather Teeth,Hairspray Hurricane,2x11x3cBABgQUDNMtTxMch,0.38,0.83,2,-3.742,1,0.0533,0.934,0.275,0.102,92.588,331507,4,41.0,Thomas Cat's Chase Music Collection
12,Toby Fox,UNDERTALE Soundtrack,MEGALOVANIA,2WpstnkNuH6dUnm3fVLCpU,0.715,0.612,7,-9.85,1,0.0515,0.864,0.0387,0.95,120.022,156000,4,0.0,Thomas Cat's Chase Music Collection
0,Goth Babe,Encinitas,Encinitas,4tO2Ol08xzay6zcfhDKpuN,0.76,0.577,7,-4.981,1,0.0908,0.00352,0.445,0.553,116.02,171724,4,50.0,My Summer Playlist
1,Steve Lacy,Gemini Rights,Bad Habit,4k6Uh1HXdhtusDW5y8Gbvy,0.686,0.494,1,-7.093,1,0.0355,5.8e-05,0.402,0.7,168.946,232067,4,90.0,My Summer Playlist
2,Dominic Fike,What Could Possibly Go Wrong,Wurli,5MSshyHGM9ajWSEoBcR0jv,0.482,0.837,11,-3.696,1,0.0639,0.0216,0.132,0.0787,91.968,150620,4,65.0,My Summer Playlist
3,Remi Wolf,We Love Dogs!,Photo ID (with Dominic Fike),1F35Dmog9pekyCVnH1eQpl,0.75,0.829,1,-4.942,1,0.0915,0.0,0.279,0.87,115.894,209971,4,65.0,My Summer Playlist
4,Nicky Youre,Sunroof,Sunroof,3RfTeIrWS8LNrfHYwechtt,0.768,0.716,10,-5.11,1,0.0404,0.0,0.15,0.841,131.43,163026,4,28.0,My Summer Playlist
5,Glass Animals,Dreamland,Tangerine,40rOlDoGejXXF4B0BYsjx8,0.845,0.583,9,-5.948,0,0.0773,0.000536,0.1,0.842,149.941,200584,4,64.0,My Summer Playlist
6,The Griswolds,Nice to Meet Ya!,Nice to Meet Ya!,0llZHj92zlvNoX8pvhdguD,0.547,0.865,10,-5.377,0,0.0761,0.00361,0.0721,0.855,164.886,171401,4,43.0,My Summer Playlist
7,Glass Animals,How To Be A Human Being,Youth,1LPGwuFgIzbJoShfDdw7MY,0.648,0.718,9,-7.765,0,0.0298,0.00156,0.112,0.785,96.017,230693,4,68.0,My Summer Playlist
8,Goth Babe,I Wanna Help Your Mind,I Wanna Help Your Mind,08ZZ7SILfKcreLtA3K6Gqr,0.747,0.725,8,-8.517,1,0.215,0.197,0.0688,0.799,119.942,171938,4,64.0,My Summer Playlist
9,Dominic Fike,What Could Possibly Go Wrong,Double Negative (Skeleton Milkshake),7ACT6YaXbYvl7hRWEOOEHQ,0.689,0.858,4,-2.868,1,0.161,0.0,0.129,0.643,153.977,126465,4,60.0,My Summer Playlist
0,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,5EWPGh7jbTNO2wakv8LjUI,0.249,0.834,0,-8.21,1,0.0577,9.48e-05,0.0924,0.338,118.223,547107,4,78.0,My Dads Driving Playlist
1,Creedence Clearwater Revival,Green River (Expanded Edition),Bad Moon Rising,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2,-5.973,1,0.0321,4.87e-06,0.063,0.942,178.946,141600,4,80.0,My Dads Driving Playlist
2,The Rolling Stones,The Rolling Stones Singles Collection: The London Years,Sympathy For The Devil,75zMKn5euxQdlkZgu4P42J,0.728,0.681,9,-10.943,1,0.221,0.0,0.0559,0.578,115.944,376800,4,64.0,My Dads Driving Playlist
3,John Mellencamp,American Fool,Jack & Diane,43btz2xjMKpcmjkuRsvxyg,0.811,0.41,9,-8.214,1,0.0391,6.63e-06,0.0799,0.626,103.965,254493,4,75.0,My Dads Driving Playlist
4,Tom Petty,Full Moon Fever,Free Fallin',5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,5,-13.333,1,0.0253,0.0,0.0613,0.572,84.383,256000,4,78.0,My Dads Driving Playlist
5,The Who,Who's Next (Deluxe Edition),Baba O'Riley,3qiyyUfYe7CRYLucrPmulD,0.489,0.724,5,-8.367,1,0.0352,0.185,0.287,0.15,117.292,300400,4,77.0,My Dads Driving Playlist
6,Bruce Springsteen,Born To Run,Born to Run,6hTcuIQa0sxrrByu9wTD7s,0.27,0.944,4,-4.199,1,0.0975,2.05e-05,0.116,0.606,146.347,269920,4,73.0,My Dads Driving Playlist
7,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0.0,0.0732,0.774,139.131,216053,4,83.0,My Dads Driving Playlist
8,Journey,Escape (Bonus Track Version),Don't Stop Believin',4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072,1,0.0363,0.0,0.447,0.514,118.852,250987,4,83.0,My Dads Driving Playlist
9,Kansas,Leftoverture (Expanded Edition),Carry on Wayward Son,4DMKwE2E2iYDKY01C335Uw,0.482,0.786,7,-5.735,1,0.032,8.88e-05,0.446,0.793,126.755,323000,4,76.0,My Dads Driving Playlist
10,John Denver,"The John Denver Collection, Vol. 1: Take Me Home Country Roads","Take Me Home, Country Roads - Rerecorded",2xYlyywNgefLCRDG8hlxZq,0.255,0.43,9,-12.564,1,0.0322,1.87e-05,0.188,0.546,164.267,197813,4,1.0,My Dads Driving Playlist
11,Paul McCartney,Pure McCartney (Deluxe Edition),Live And Let Die,74Qio2ajLFnRgNTXS0J0q4,0.454,0.522,7,-9.942,1,0.062,0.00153,0.0955,0.202,124.656,194613,4,0.0,My Dads Driving Playlist
0,Various Artists,Rhythm and Soul - Sweet Love Songs,Bound,1C8rYFLZu5QFSN6KV18Q4E,0.458,0.54,5,-6.457,0,0.027,0.000428,0.115,0.657,142.218,191205,4,33.0,Kanye’s Sample Search
1,Ms. Lauryn Hill,MTV Unplugged No. 2.0,Mystery of Iniquity - Live,5KZwRD3KklSP73jnLoNWtF,0.65,0.428,2,-10.998,0,0.699,0.0,0.771,0.626,74.3,310733,3,44.0,Kanye’s Sample Search
2,Mike Oldfield,Crises,In High Places,4RM7uN7fVEe89rt0f3NzcD,0.754,0.666,4,-9.516,0,0.0461,0.00454,0.0806,0.75,156.571,213160,4,0.0,Kanye’s Sample Search
3,Smokey Robinson,Smokey,Will You Love Me Tomorrow?,3qdGPi6cpcOSAc1QzKFPmC,0.325,0.327,10,-12.301,1,0.0286,0.00899,0.175,0.413,145.669,280307,3,43.0,Kanye’s Sample Search
4,Bon Iver,Blood Bank,Woods,35zX9FPuA6qg9bqx79eskS,0.193,0.352,3,-10.821,0,0.0921,0.224,0.102,0.162,77.129,285440,1,0.0,Kanye’s Sample Search
5,"Bobby ""Blue"" Bland",Dreamer,Ain't No Love In The Heart Of The City - Single Version,4qYHnP5AmKzXbJhciPV8si,0.518,0.376,9,-18.248,0,0.0431,0.86,0.0976,0.744,158.089,233560,4,60.0,Kanye’s Sample Search
6,Luther Vandross,Never Too Much,A House Is Not a Home,4gFVTfg1EFuuXJguJe1Z7W,0.374,0.236,5,-15.565,1,0.0317,0.000177,0.247,0.0772,105.898,427693,4,52.0,Kanye’s Sample Search
7,Chaka Khan,I Feel for You,Through the Fire,7gh2v4IHnxdiwSgA6xluhe,0.563,0.593,8,-7.099,1,0.0322,1.85e-05,0.145,0.428,130.744,288653,4,62.0,Kanye’s Sample Search
8,Various Artists,Essential Blues Anthems,I Got a Woman,4n3jZ9O3ntnHrP1sjmWW8T,0.6,0.507,9,-5.729,1,0.183,2.15e-05,0.124,0.731,198.488,171967,4,44.0,Kanye’s Sample Search
9,Daft Punk,Discovery,"Harder, Better, Faster, Stronger",5W3cjX2J3tjhG8zb6u0qHn,0.817,0.716,6,-8.898,0,0.144,0.00263,0.358,0.692,123.474,224693,4,72.0,Kanye’s Sample Search
0,Little Simz,Sometimes I Might Be Introvert,Introvert,2lbX8Jt97ou14yL9rqG58C,0.313,0.87,1,-6.613,0,0.114,0.0191,0.116,0.117,92.685,362653,4,54.0,Musicians intro to hip hop
1,Nate Smith,Kinfolk 2: See the Birds,Square Wheel feat. Kokayi & Michael Mayo,4xjVI8dyuWXpOtxQFOewNH,0.576,0.695,9,-7.36,1,0.214,0.000587,0.272,0.768,116.412,300696,1,32.0,Musicians intro to hip hop
2,Black Thought,Streams of Thought Vol. 2,Conception,61Vc6UXzRv7a9tWYxIJtcQ,0.565,0.858,0,-6.087,0,0.21,2.32e-06,0.0889,0.186,103.851,254006,4,42.0,Musicians intro to hip hop
3,Kendrick Lamar,To Pimp A Butterfly,King Kunta,0N3W5peJUQtI4eyR6GJT5O,0.884,0.657,6,-4.569,0,0.0977,0.0,0.154,0.489,107.059,234693,4,75.0,Musicians intro to hip hop
4,Kendrick Lamar,To Pimp A Butterfly,Institutionalized,4oFtLSgHyZPNYDCcANhTnO,0.539,0.731,3,-5.085,0,0.453,1.19e-06,0.129,0.568,81.114,271773,4,62.0,Musicians intro to hip hop
5,The Roots,Things Fall Apart,You Got Me,4pdLZsxq0y5oJDb6Cxlokw,0.729,0.442,11,-8.106,0,0.285,0.0,0.189,0.757,81.029,259307,4,66.0,Musicians intro to hip hop
6,Ghost-Note,Swagism,Nod to Dilla,5VCMdVMNw7HP3HrSu8nqVy,0.498,0.215,6,-11.675,0,0.0524,0.000574,0.23,0.281,82.777,201840,4,17.0,Musicians intro to hip hop
7,Madvillain,Madvillainy,Accordion,67vrmPygrZ9giGqHUSReAT,0.578,0.631,9,-6.518,0,0.309,0.0,0.0665,0.716,96.332,118853,4,66.0,Musicians intro to hip hop
8,Kanye West,ye,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,0.573,0.545,7,-4.247,0,0.0288,0.0,0.329,0.297,83.378,271387,4,79.0,Musicians intro to hip hop
9,MF DOOM,Operation: Doomsday (Complete),Doomsday,7lT1dCz96jANsLAAADlfIg,0.856,0.841,6,-7.737,0,0.335,0.0,0.0773,0.794,95.418,298053,4,75.0,Musicians intro to hip hop
0,Various Artists,熱烈!アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「デジモンシリーズ」 vol.1,Butter-Fly (デジモンアドベンチャー全話OP),4A3G4Chh8DTJftwJEf5tOp,0.472,0.907,2,-4.545,1,0.0546,0,0.0645,0.441,164.994,257950,4,49.0,Anime Recollections
1,毛毛,迪迦奥特曼,奇迹再现 - 《超人迪加》电视剧中文版片头曲,3zAieIyKyNODQn6y2sxbFq,0.457,0.864,9,-5.9,1,0.0838,0,0.374,0.441,159.784,236042,4,31.0,Anime Recollections
2,Akano,"Blue Bird (From ""Naruto Shippuden"")","Blue Bird (From ""Naruto Shippuden"")",1bEnIDpwKsyhDauHVoMz6t,0.594,0.868,6,-3.286,0,0.0606,0,0.209,0.691,151.976,100201,4,64.0,Anime Recollections
3,Katsuo Ohno,「名探偵コナン から紅の恋歌」オリジナル・サウンドトラック,名探偵コナン メイン・テーマ(から紅ヴァージョン),0RyQvri8BbQYChVVXSJnnL,0.269,0.857,5,-3.963,0,0.0495,0.654,0.218,0.689,131.912,186907,4,31.0,Anime Recollections
4,Geek Music,"Tom And Jerry Main Theme (From ""Tom And Jerry"")","Tom And Jerry Main Theme (From ""Tom And Jerry"")",5sFKd7dVlGoOuXl2usSZuW,0.544,0.536,5,-8.701,1,0.0357,0.768,0.493,0.514,155.986,65736,3,33.0,Anime Recollections
5,Various Artists,喜羊羊与灰太狼之虎虎生威电影原声大碟,别看我只是一只羊 - 国,1gn9wcyLBChQcC3q7tKK8F,0.827,0.507,0,-6.392,1,0.0433,0,0.068,0.696,125.996,186467,4,19.0,Anime Recollections
6,毛毛,迪迦奥特曼,永远的奥特曼 - 《迪迦奥特曼》中文片尾曲,4MskqNyksAQvAqnHEJmhTg,0.662,0.872,4,-6.223,1,0.0402,2.11e-05,0.217,0.579,130.015,197120,4,20.0,Anime Recollections
7,Various Artists,アニソンLive大全集 熱烈!アニソン魂「アニたまLive」vol.1 in AJF 2004,ウィーアー! (ワンピース),42esJ6BgSoV1DS3Onns03h,0.332,0.975,8,-6.182,1,0.106,0,0.981,0.268,167.874,262013,4,56.0,Anime Recollections
8,牛奶@咖啡,越长大越孤单,快乐星猫,4Qzuh2Jp6MlIGjQPtYbZqi,0.543,0.866,2,-4.925,1,0.0689,0,0.0236,0.453,159.976,194160,4,31.0,Anime Recollections
9,Toshio Masuda,NARUTO -ナルト- オリジナルサウンドトラック,NARUTO Main Theme,5kKloaKFvAuDNFi8m52hxy,0.525,0.766,4,-8.448,0,0.0438,0.00235,0.125,0.383,119.974,266920,4,57.0,Anime Recollections
0,Sodagreen,冬 未了,他舉起右手點名,3ETJoNBnbGgrrEquK9lLtk,0.714,0.6,1,-5.652,1,0.0365,0,0.0458,0.411,117.985,222107,4,32.0,Four Seasons
1,Sodagreen,冬 未了,牆外的風景,0sCbR920YIEXbka1KcpBNB,0.463,0.746,4,-5.205,1,0.0318,0,0.203,0.463,84.0,285653,4,27.0,Four Seasons
2,Sodagreen,冬 未了,痛快的哀艷,0er0B3cAHhpELWxwfXEAcP,0.566,0.815,8,-5.354,0,0.04,0,0.293,0.515,120.012,360640,4,29.0,Four Seasons
3,Sodagreen,秋:故事,再遇見,4thduM4ItRZZqJdFZhGfjl,0.489,0.796,3,-4.3,1,0.0352,0,0.0903,0.229,96.063,277394,4,47.0,Four Seasons
4,Sodagreen,秋:故事,獨處的時候,3E6ApAOzKGetz5T4rYeB2k,0.508,0.297,5,-10.021,1,0.0339,4.19e-05,0.0988,0.23,119.61,274547,4,26.0,Four Seasons
5,Sodagreen,秋:故事,我好想你,3aQ7k1TkEdannB2soLjtJC,0.445,0.481,6,-6.985,0,0.0272,3.39e-06,0.0709,0.35,76.034,326949,4,55.0,Four Seasons
6,Sodagreen,夏 / 狂熱,他夏了夏天,5POo0zRDYRZhU0SMs49Rfo,0.525,0.683,9,-6.509,1,0.0304,0,0.0904,0.746,124.982,304600,4,41.0,Four Seasons
7,Sodagreen,夏 / 狂熱,狂熱,0fTYdLQAiWx1TFSE8tg2hf,0.356,0.873,10,-5.25,1,0.0698,1.24e-06,0.202,0.696,185.167,206013,4,27.0,Four Seasons
8,Sodagreen,夏 / 狂熱,彼得與狼,5gVrlaEpYYaSUTVzWnycMa,0.505,0.777,5,-7.88,1,0.0324,0,0.098,0.795,165.129,221867,4,20.0,Four Seasons
9,Sodagreen,春.日光,日光,1amSmGRNoFesChDFgSBqUu,0.609,0.603,8,-9.062,1,0.0283,0,0.13,0.465,104.013,182333,3,25.0,Four Seasons
10,Sodagreen,春.日光,在我們之間,5n7wzxierDYgkVFIoDjXGG,0.438,0.712,9,-6.099,1,0.0525,6.42e-06,0.0448,0.693,160.078,199960,4,14.0,Four Seasons
11,Sodagreen,春.日光,各站停靠,1bQxFQIsoOGNul2UF7UGR2,0.353,0.218,4,-12.059,1,0.0352,4.03e-05,0.0905,0.255,77.059,244560,4,18.0,Four Seasons
0,Yameii Online,Baby My Phone,Baby My Phone,2SjvBmZYIbQTJ7rrPgdmV8,0.427,0.666,5,-7.902,0,0.0415,0.229,0.0856,0.232,85.022,215771,4,62.0,Zoomer TikTok Neon Sugar Dream Playlist
1,Trippie Redd,Trip At Knight (Complete Edition),Betrayal (feat. Drake),4mOkfIYbMX9PXx27hj8NTi,0.74,0.564,8,-6.71,1,0.0688,0.0,0.126,0.129,158.114,152025,4,62.0,Zoomer TikTok Neon Sugar Dream Playlist
2,100 gecs,1000 gecs,stupid horse,23Dapn8107GgxvXDIsPwWm,0.526,0.902,3,-4.876,1,0.314,0.0,0.531,0.797,168.188,121682,4,58.0,Zoomer TikTok Neon Sugar Dream Playlist
3,Lil Uzi Vert,Luv Is Rage 2,The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc,0.703,0.757,1,-3.612,1,0.05,0.0,0.106,0.696,82.008,221747,4,81.0,Zoomer TikTok Neon Sugar Dream Playlist
4,Olivia Rodrigo,SOUR,good 4 u,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.0,0.0849,0.688,166.928,178147,4,88.0,Zoomer TikTok Neon Sugar Dream Playlist
5,Doja Cat,Hot Pink,Say So,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.583,0,0.159,3.35e-06,0.0904,0.779,110.962,237893,4,80.0,Zoomer TikTok Neon Sugar Dream Playlist
6,DaBaby,BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0.0,0.101,0.497,89.977,181733,4,81.0,Zoomer TikTok Neon Sugar Dream Playlist
7,The Kid LAROI,STAY (with Justin Bieber),STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,0.591,0.764,1,-5.484,1,0.0483,0.0,0.103,0.478,169.928,141806,4,90.0,Zoomer TikTok Neon Sugar Dream Playlist
8,Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4,89.0,Zoomer TikTok Neon Sugar Dream Playlist
9,Trippie Redd,Miss The Rage (feat. Playboi Carti),Miss The Rage (feat. Playboi Carti),2BITQ360Knh6qNAOqR7Dyq,0.584,0.859,8,-5.616,1,0.121,0.0,0.847,0.369,77.005,236883,4,76.0,Zoomer TikTok Neon Sugar Dream Playlist
10,Bladee,Icedancer,Be Nice 2 Me,2TmqHjg7uhizGndzXQdFuf,0.449,0.631,7,-9.019,1,0.07,9.27e-06,0.482,0.331,139.017,127792,4,64.0,Zoomer TikTok Neon Sugar Dream Playlist
11,Lil Mosey,Certified Hitmaker,Blueberry Faygo,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.0,0.132,0.349,99.034,162547,4,76.0,Zoomer TikTok Neon Sugar Dream Playlist
12,Don Toliver,Heaven Or Hell,After Party,527k23H0A4Q0UJN3vGs0Da,0.629,0.692,5,-8.045,1,0.0376,0.331,0.603,0.453,162.948,167916,4,80.0,Zoomer TikTok Neon Sugar Dream Playlist
13,Lil Nas X,MONTERO,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,0.593,0.503,8,-6.725,0,0.22,0.0,0.405,0.71,178.781,137704,4,83.0,Zoomer TikTok Neon Sugar Dream Playlist
14,Lil Nas X,MONTERO,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0,0.0476,0.892,150.087,212353,4,82.0,Zoomer TikTok Neon Sugar Dream Playlist
0,Led Zeppelin,Led Zeppelin II (Remaster),Ramble On - Remaster,1oCOp1kVAgNlXX9Tx9mvzq,0.456,0.549,4,-13.111,1,0.0343,0.00227,0.0877,0.834,98.583,274010,4,50.0,Running until I pass out
1,Led Zeppelin,Coda (Deluxe Edition),Travelling Riverside Blues (BBC Session) - Remastered,3dCarMp6T3GsKCspJgeD0a,0.467,0.835,7,-7.084,1,0.0642,0.000184,0.26,0.639,91.603,311640,4,56.0,Running until I pass out
2,Led Zeppelin,Led Zeppelin III (Remaster),Friends - Remaster,7jP44G0vKQLkfJ3x19pqPn,0.257,0.452,7,-12.365,1,0.0349,0.0996,0.38,0.271,83.553,233901,1,52.0,Running until I pass out
3,Led Zeppelin,Led Zeppelin III (Remaster),Celebration Day - Remaster,78MXICbE7bD4cuPKFh1EFO,0.453,0.895,2,-9.143,1,0.0649,0.00128,0.299,0.446,128.313,210227,4,49.0,Running until I pass out
