,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,playlist_name
4,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),Muzzle - Remastered 2012,6UuGRkwfLwBAfmHktU9GNA,0.278,0.686,10,-8.731,0,0.034,0.822,0.0939,0.334,91.852,223920,4,50.0,Running until I pass out
5,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),Jellybelly - Remastered 2012,6912SIXb1G9ql3quOxeCaa,0.209,0.835,1,-8.158,1,0.0569,0.873,0.191,0.506,117.003,181533,4,50.0,Running until I pass out
6,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),Zero - Remastered 2012,4YFcGTdgmEuw8xTO4XrxbB,0.438,0.728,8,-7.105,1,0.0458,0.57,0.0509,0.701,128.04,160173,4,70.0,Running until I pass out
7,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),Here Is No Why - Remastered 2012,5INe9EN6cNF6axQ4A4BQfy,0.319,0.654,8,-7.063,1,0.0334,0.895,0.136,0.602,79.598,225120,4,53.0,Running until I pass out
8,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),An Ode To No One - Remastered 2012,6W9nK2wPyJklgDVf0AQcPO,0.362,0.855,5,-8.806,0,0.0743,0.83,0.137,0.215,124.359,291733,4,48.0,Running until I pass out
9,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),Bullet With Butterfly Wings - Remastered 2012,6GtX0jaNL8IjVQfrDBx81z,0.404,0.72,10,-9.18,0,0.0623,0.836,0.0466,0.475,121.864,258467,4,76.0,Running until I pass out
0,Pearl Jam,Ten,Alive,1L94M3KIu7QluZe63g64rv,0.284,0.875,11,-6.069,0,0.0422,0.000461,0.402,0.595,75.009,340907,4,77.0,family dishes
1,Mesto,Leyla,Leyla,4pEylyftELdaYfRROnRhFs,0.817,0.728,4,-5.382,0,0.0973,0.0,0.0831,0.538,107.117,181811,4,47.0,family dishes
2,Various Artists,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.0,0.0703,0.913,89.911,158040,4,84.0,family dishes
3,Taska Black,Running Away,Running Away,5HbTUbKSPeNh75aKSW66OF,0.51,0.812,2,-5.782,0,0.0744,0.133,0.166,0.151,159.885,185813,4,48.0,family dishes
4,Frank Sinatra,Nothing But The Best (Remastered),"Theme From New York, New York - 2008 Remastered",0K2WjMLZYr09LKwurGRYRE,0.312,0.497,2,-6.95,1,0.0309,0.0,0.246,0.546,94.311,204907,4,63.0,family dishes
5,Calvin Harris,Slide (feat. Frank Ocean & Migos),Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,0.736,0.795,1,-3.299,0,0.0545,1.21e-06,0.254,0.511,104.066,230813,4,73.0,family dishes
6,Seal,Seal,Kiss from a Rose,3YKptz29AsOlm7WAVnztBh,0.584,0.533,10,-7.11,0,0.0305,0.0,0.306,0.224,131.745,288427,3,75.0,family dishes
7,Cage The Elephant,Melophobia,Cigarette Daydreams,2tznHmp70DxMyr2XhWLOW0,0.636,0.676,2,-3.442,1,0.0263,0.0,0.0831,0.273,113.98,208760,4,80.0,family dishes
8,Camila Cabello,Camila,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2,-4.333,1,0.03,3.56e-05,0.132,0.394,104.988,217307,4,81.0,family dishes
9,Fleetwood Mac,Rumours (Super Deluxe),Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0,-9.744,1,0.0276,0.00428,0.128,0.789,120.151,257800,4,84.0,family dishes
0,Mick Jenkins,The Water (S),Jazz,2rk0lCpO1vkKAQ6BC8bjUX,0.636,0.61,8,-9.665,1,0.119,0.000121,0.113,0.296,125.227,260160,3,57.0,sunset by the water
1,On Planets,Don't Think So Hard,Don't Think So Hard,3hWnEM3FbJHGvOBo3aRcKM,0.774,0.425,8,-8.826,1,0.205,0.00516,0.109,0.393,76.0,216337,4,44.0,sunset by the water
2,New Navy,Zimbabwe (Flume Remix),Zimbabwe - Flume Remix,3THtJnVD817XzrS49LPAem,0.674,0.697,9,-8.766,0,0.0344,0.223,0.0936,0.0395,110.003,213620,4,41.0,sunset by the water
3,RÜFÜS DU SOL,SOLACE,No Place,6rLQZW36LaEUGWl3sWTg7v,0.612,0.876,4,-6.247,0,0.0315,0.175,0.189,0.187,120.022,237987,4,62.0,sunset by the water
4,Ben Böhmer,Weightless (jamesjamesjames Remix),Weightless - jamesjamesjames Remix,0OOT6JmtkcYidsuQ9Fh54i,0.688,0.814,6,-7.252,0,0.0419,0.581,0.399,0.0961,127.99,249780,4,63.0,sunset by the water
5,Miguel,Rogue Waves,waves - Tame Impala Remix,3lB0GMiI5KxDbTOG8V3bOx,0.529,0.894,2,-3.599,1,0.0412,5.38e-06,0.254,0.543,108.024,253347,4,68.0,sunset by the water
6,Plastic Toy,Try Me,Try me,2iwKb075HoUFjyOVR8oAeI,0.537,0.699,7,-3.376,0,0.076,0.022,0.128,0.211,203.878,198405,4,0.0,sunset by the water
7,Flume,Flume: Deluxe Edition,Warm Thoughts,1QgGyNtuFClzvZnNCofqsF,0.533,0.883,5,-6.839,0,0.13,0.014,0.0856,0.612,167.95,228376,4,42.0,sunset by the water
8,Louis The Child,Here For Now,Free (with Drew Love),6wjm92jBZapfiplQS4XV0X,0.651,0.564,1,-6.64,1,0.0353,3.53e-05,0.143,0.153,124.99,222253,4,56.0,sunset by the water
9,Petit Biscuit,Presence,Problems,7wKzj1b8YKPuZELfVDz708,0.802,0.371,6,-9.087,0,0.131,3.82e-06,0.108,0.263,113.951,219933,4,56.0,sunset by the water
0,DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",28jyTDJQyz5IeDTkB1lOuu,0.55,0.779,0,-3.808,1,0.21,0,0.333,0.293,150.068,230281,4,50.0,Sociopath Motivation
1,Drake,"Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,0,-4.711,1,0.175,2.41e-06,0.093,0.366,165.921,218365,4,91.0,Sociopath Motivation
2,Denzel Curry,Melt My Eyez See Your Future,Walkin,1q8DwZtQen5fvyB7cKbShC,0.557,0.654,11,-7.201,0,0.196,0,0.291,0.386,135.983,280000,4,71.0,Sociopath Motivation
3,Kanye West,My Beautiful Dark Twisted Fantasy,POWER,2gZUPNdnz5Y45eiGxpHGSc,0.542,0.914,0,-4.747,0,0.113,0,0.744,0.576,153.993,292093,4,79.0,Sociopath Motivation
4,Gloria Gaynor,20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor,I Will Survive - Single Version,7cv28LXcjAC3GsXbUvXKbX,0.777,0.725,0,-8.681,1,0.05,0.00805,0.246,0.529,116.669,198066,4,69.0,Sociopath Motivation
5,Lil Wayne,Tha Carter III,A Milli,6ScJMrlpiLfZUGtWp4QIVt,0.674,0.695,6,-8.636,0,0.278,0.00202,0.194,0.773,151.486,221840,4,70.0,Sociopath Motivation
6,Eminem,The Eminem Show,Till I Collapse,4xkOaSrkexMciUUogZKVTS,0.548,0.847,1,-3.237,1,0.186,0,0.0816,0.1,171.447,297787,4,86.0,Sociopath Motivation
7,Eminem,Curtain Call: The Hits (Deluxe Edition),"Lose Yourself - From ""8 Mile"" Soundtrack",5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,2,-4.565,1,0.257,0.000423,0.359,0.0612,171.374,326467,4,78.0,Sociopath Motivation
8,BROCKHAMPTON,SATURATION III,BOOGIE,3NuN59jpH3B5cNa2M4r7XG,0.604,0.933,1,-3.034,1,0.214,0,0.37,0.28,110.029,193155,4,64.0,Sociopath Motivation
0,((( O ))),((( 2 ))),iFeel,7ilx6MENwjH6tUEt9kOH4S,0.608,0.411,3,-10.07,1,0.0344,0.912,0.154,0.104,149.979,269638,4,46.0,Meditation and Reflection
1,KAYTRANADA,NOTHIN LIKE U / CHANCES,IT WAS MEANT 2 B,1nDhL6yVejczIo4SwzUyvO,0.827,0.577,1,-8.119,0,0.202,0.259,0.154,0.489,94.908,240147,4,44.0,Meditation and Reflection
2,FKJ,French Kiwi Juice,Blessed,6VE2189Tetcqmaxrrf4if3,0.5,0.601,6,-8.87,1,0.0435,0.48,0.0901,0.384,97.971,265392,4,49.0,Meditation and Reflection
3,Medasin,Irene,Home,42NB7w0tDCag0mQpCtZe7Y,0.66,0.45,4,-11.011,1,0.0451,0.714,0.374,0.242,145.011,194547,4,54.0,Meditation and Reflection
4,((( O ))),((( 3 ))),fall in me,6gidVEFLd5oX25RL6n579O,0.464,0.0582,5,-17.912,0,0.0293,0.0563,0.105,0.174,87.032,133174,4,34.0,Meditation and Reflection
5,((( O ))),((( 1 ))),Nature's Joint,7hq5EkXfgUcIuxSpwx3hV1,0.377,0.24,4,-11.468,1,0.0389,0.031,0.0975,0.088,101.152,285545,3,43.0,Meditation and Reflection
6,Cookin Soul,Boa Bunda,Sushi Masta,7J6C7HMZS0qYN4XWie6lnA,0.603,0.556,6,-7.297,0,0.0373,0.92,0.171,0.617,80.055,156000,4,29.0,Meditation and Reflection
7,Kenny Beats,LOUIE,Hooper,2QK35TtLvYlOpV2zjw6vtt,0.635,0.786,1,-7.5,0,0.237,0.00567,0.773,0.356,135.12,87093,4,55.0,Meditation and Reflection
8,Alabama Shakes,Sound & Color,This Feeling,3IBhpCAFOJxynTfrw0t2LN,0.628,0.329,7,-11.424,1,0.036,0.00335,0.11,0.305,130.808,268853,4,49.0,Meditation and Reflection
9,Masego,The Pink Polo EP,Sunday Vibes,3l75jB2gKi4VpgklWIbTOz,0.691,0.67,1,-4.471,1,0.0644,0.764,0.117,0.22,170.066,226168,4,56.0,Meditation and Reflection
0,"Crosby, Stills & Nash",Greatest Hits,Suite: Judy Blue Eyes,2Jf0PGy9NzR1PTXvRFfaoE,0.454,0.399,9,-11.558,1,0.0429,0,0.182,0.322,154.244,444053,4,43.0,EM - Offbrand Boy Bands
1,Simon & Garfunkel,Sounds Of Silence,April Come She Will,0djZ2ndRfAL69WYNra5jRC,0.489,0.186,9,-16.237,1,0.029,0.000152,0.2,0.349,102.245,109387,4,66.0,EM - Offbrand Boy Bands
2,The Beach Boys,Smiley Smile (Remastered),Good Vibrations - Remastered 2001,5t9KYe0Fhd5cW6UYT4qP8f,0.396,0.473,10,-7.67,0,0.0345,0.000124,0.109,0.385,133.449,219027,4,72.0,EM - Offbrand Boy Bands
3,Florida Georgia Line,Here's To The Good Times,Cruise,5BhsEd82G0Mnim0IUH6xkT,0.457,0.948,10,-3.364,1,0.0354,0,0.0536,0.878,148.0,208960,4,60.0,EM - Offbrand Boy Bands
4,The Chainsmokers,Paris,Paris,15vzANxN8G9wWfwAJLLMCg,0.646,0.644,2,-6.763,1,0.031,0,0.0888,0.251,99.999,221520,4,71.0,EM - Offbrand Boy Bands
5,MKTO,MKTO,American Dream,3JMAdPq5TUOKBGsTATjLEH,0.554,0.767,0,-5.043,1,0.0497,0,0.231,0.497,122.846,225747,4,63.0,EM - Offbrand Boy Bands
6,NEEDTOBREATHE,H A R D L O V E,HAPPINESS,7aag0fFgE9K1Gj8lJwQaGI,0.575,0.765,9,-6.608,1,0.0345,0,0.331,0.407,98.037,205773,4,58.0,EM - Offbrand Boy Bands
7,OneRepublic,Oh My My,Heaven,1lFHaHvZeLf6XrOqX6iLlS,0.585,0.724,10,-6.658,0,0.0321,0,0.105,0.37,95.009,258947,4,53.0,EM - Offbrand Boy Bands
8,Bastille,Quarter Past Midnight,Quarter Past Midnight,1etiUDkISHELzQGMY79ryt,0.504,0.821,8,-3.356,1,0.0598,0,0.0418,0.458,155.131,201799,4,57.0,EM - Offbrand Boy Bands
9,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,2grjqo0Frpf2okIBiifQKs,0.697,0.832,9,-7.264,1,0.0298,0.00131,0.269,0.979,125.926,215093,4,84.0,EM - Offbrand Boy Bands
0,Renée Fleming,Renée Fleming,Norma / Act 1: Casta Diva,1iAdr5jKUbjAJTwRG8FILz,0.244,0.0848,5,-22.675,1,0.0462,0.449,0.132,0.0379,106.51,458200,3,26.0,EM - Banner's Calmdown Playlist
1,Kelly Clarkson,Greatest Hits - Chapter One,Catch My Breath,5qxPabNDnJQ551Tf4v6k3j,0.692,0.908,9,-5.364,1,0.0677,0.0,0.0933,0.513,124.042,250387,4,55.0,EM - Banner's Calmdown Playlist
2,Various Artists,The Evil Within: Original Game Soundtrack,Clair De Lune,405HNEYKGDifuMcAZvqrqA,0.202,0.129,1,-18.237,1,0.0411,0.00243,0.104,0.0793,86.741,306573,1,58.0,EM - Banner's Calmdown Playlist
3,Bastille,Bad Blood,Oblivion,6ZeQp2XTOiPCePWRfCHSo5,0.422,0.321,5,-8.952,1,0.0294,2.33e-06,0.429,0.28,78.533,196347,4,53.0,EM - Banner's Calmdown Playlist
4,Radiohead,Pablo Honey,Creep,70LcF31zb1H0PyJoS1Sx1r,0.515,0.43,7,-9.935,1,0.0372,0.000133,0.129,0.104,91.844,238640,4,86.0,EM - Banner's Calmdown Playlist
5,Etta James,At Last!,At Last,4Hhv2vrOTy89HFRcjU3QOx,0.274,0.348,5,-8.631,1,0.0293,0.0133,0.334,0.328,87.43,179693,3,76.0,EM - Banner's Calmdown Playlist
6,Coldplay,A Rush of Blood to the Head,The Scientist,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,1.46e-05,0.11,0.213,146.277,309600,4,86.0,EM - Banner's Calmdown Playlist
7,Sesame Street,"Sesame Street: Jim Henson: A Sesame Street Celebration, Vol. 2",Bein' Green,007Au2b0uwB1x5PD2gJNjc,0.562,0.357,10,-8.32,1,0.0949,9.36e-06,0.196,0.397,66.574,145032,4,34.0,EM - Banner's Calmdown Playlist
8,Elton John,Madman Across The Water,Tiny Dancer,2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,0,-11.097,1,0.0278,0.000243,0.148,0.282,145.075,377093,4,78.0,EM - Banner's Calmdown Playlist
9,Elton John,Caribou,Don't Let The Sun Go Down On Me,11FcfHd3SOmmrWJPGe7Y30,0.424,0.446,0,-8.526,1,0.0261,1.89e-06,0.0921,0.354,139.701,336733,4,63.0,EM - Banner's Calmdown Playlist
10,The Beatles,Abbey Road (Remastered),Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,9,-10.484,1,0.0347,0.00248,0.179,0.394,129.171,185733,4,83.0,EM - Banner's Calmdown Playlist
0,Taylor Swift,reputation,I Did Something Bad,4svZDCRz4cJoneBpjpx8DJ,0.696,0.602,0,-6.156,0,0.159,2.11e-05,0.0696,0.305,82.989,238253,4,76.0,M255 Villian Playlist
1,Imagine Dragons,Sharks,Sharks,0TyUOnU4H4GLqOcrH0auc8,0.927,0.642,10,-4.466,0,0.0657,3.62e-05,0.279,0.901,123.969,190883,4,82.0,M255 Villian Playlist
2,Various Artists,Into the Woods (Original Motion Picture Soundtrack/Deluxe Edition),Last Midnight,4qnOxzNUfUfmsloijG5ex0,0.469,0.338,1,-8.624,1,0.074,1.32e-06,0.12,0.275,55.931,214173,4,45.0,M255 Villian Playlist
3,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,0.645,0.795,7,-12.095,1,0.0527,0.00389,0.104,0.535,112.067,251489,4,88.0,M255 Villian Playlist
4,BLVKES,Ivory Tower,Demon,2Lnq0o9WaRaS5G9LNFxXAW,0.632,0.576,9,-7.191,0,0.0427,0.0,0.108,0.119,139.938,113571,4,40.0,M255 Villian Playlist
5,Rival,Throne,Throne,4Kl9Kpn7Il7TueTz9hvpW2,0.488,0.886,0,-4.684,0,0.0806,2.3e-05,0.471,0.418,154.063,211948,4,48.0,M255 Villian Playlist
6,Everybody Loves an Outlaw,I See Red,I See Red,5MAK1nd8R6PWnle1Q1WJvh,0.509,0.448,4,-7.552,0,0.0357,0.0137,0.244,0.221,156.909,230613,3,77.0,M255 Villian Playlist
7,Sam Tinnesz,Play with Fire (feat. Yacht Money),Play with Fire (feat. Yacht Money),7vguMCv8uVuZLiQJ156u3Z,0.573,0.539,2,-6.091,0,0.0322,1.16e-05,0.105,0.39,75.012,180691,4,77.0,M255 Villian Playlist
8,VOSTOK,Welcome to the Show,Welcome to the Show,5CXm6XtDLfynt0XPTHJ8tS,0.552,0.449,9,-8.104,0,0.0789,0.0,0.119,0.137,143.619,186667,4,45.0,M255 Villian Playlist
9,Henri Werner,Impostor,Impostor,3hwBBKxf7z0diu6m86e6mW,0.545,0.746,11,-3.489,0,0.044,0.0395,0.282,0.134,127.92,155625,4,47.0,M255 Villian Playlist
0,Elvis Presley,From Elvis in Memphis,Suspicious Minds,1H5IfYyIIAlgDX8zguUzns,0.487,0.382,7,-10.889,1,0.0309,4.74e-06,0.411,0.714,116.557,261280,4,77.0,M255 Stitch's Playlist
1,Elvis Presley,"Elvis' Golden Records, Vol. 3",Stuck on You,39zODpVtRvghMyfNjZ3BVK,0.647,0.513,7,-12.372,1,0.0421,8.64e-06,0.108,0.955,131.641,139640,4,54.0,M255 Stitch's Playlist
2,Elvis Presley,Elvis' Golden Records,Hound Dog,64Ny7djQ6rNJspquof2KoX,0.494,0.756,0,-8.492,1,0.0499,0.00505,0.76,0.949,86.895,136027,4,67.0,M255 Stitch's Playlist
3,Elvis Presley,Elvis 30 #1 Hits,(You're The) Devil in Disguise,0D1pEisM3QkiacGXJe5dmd,0.481,0.733,5,-7.633,1,0.165,1.18e-05,0.108,0.874,122.909,140427,4,68.0,M255 Stitch's Playlist
4,Various Artists,Lilo & Stitch,He Mele No Lilo,3G9ZnSjGYyHx7e221v0qse,0.73,0.331,2,-12.427,1,0.0429,0.000286,0.104,0.394,126.592,148133,4,66.0,M255 Stitch's Playlist
5,Elvis Presley,Elvis (Fool),Burning Love,7zMUCLm1TN9o9JlLISztxO,0.66,0.748,2,-11.206,1,0.0284,0.00585,0.283,0.972,143.549,170293,4,75.0,M255 Stitch's Playlist
6,Hank Williams,"The Legend Lives Anew: Hank Williams, Sr. With Strings",I'm So Lonesome I Could Cry,4tj7IsJrn4MvesuhoY0JBy,0.524,0.258,4,-14.827,1,0.0287,0.00164,0.328,0.349,111.937,169067,3,47.0,M255 Stitch's Playlist
7,Elvis Presley,Blue Hawaii,Aloha Oe,0a1OAjVB17jFlGegbhpQig,0.287,0.278,7,-15.653,1,0.0337,5.35e-05,0.194,0.254,98.772,114227,3,40.0,M255 Stitch's Playlist
8,Various Artists,Lilo & Stitch,Stitch to the Rescue,1616uIpy5KwVqnKtIuyhcu,0.182,0.105,2,-18.314,1,0.0377,0.518,0.0713,0.0351,78.757,354827,4,35.0,M255 Stitch's Playlist
9,Various Artists,Lilo & Stitch,Hawaiian Roller Coaster Ride,7GmiJVBAzWNikX5VkNQg85,0.702,0.624,5,-9.927,1,0.0285,0.0152,0.0669,0.947,114.542,208227,4,68.0,M255 Stitch's Playlist
0,Quatuor Ébène,"Debussy, Fauré & Ravel: String Quartets","Ravel: String Quartet, M. 35: II. Assez vif - Très rythmé",5erj8jK6bq8MWFnDVv2HtI,0.286,0.0439,5,-24.745,1,0.042,0.551,0.147,0.0932,152.867,389213,3,41.0,Sherlock Holmes' Thinking Music
1,Craig Armstrong,Far from the Madding Crowd (Original Motion Picture Soundtrack),Opening,0x1rnXl24iJl8xZFMkoyNv,0.138,0.189,2,-15.733,0,0.0394,0.279,0.113,0.0729,91.207,279547,4,51.0,Sherlock Holmes' Thinking Music
2,Alexandre Desplat,The Imitation Game (Original Motion Picture Soundtrack),The Imitation Game,0o9ivTBX7mjTnaUYF4Gk6t,0.318,0.308,5,-13.676,0,0.0285,0.889,0.109,0.0592,103.925,157027,4,58.0,Sherlock Holmes' Thinking Music
3,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Domestic Pressures,2dHnIe0JsqshUnyzcMMOhW,0.201,0.133,9,-19.194,0,0.0387,0.961,0.116,0.0775,155.788,157222,3,58.0,Sherlock Holmes' Thinking Music
4,Howard Shore,The Hobbit: The Battle of the Five Armies (Original Motion Picture Soundtrack),Courage and Wisdom,4GN2iwKms5RC1fnjvwVtOR,0.0753,0.08,5,-21.772,0,0.048,0.89,0.106,0.0303,80.248,310160,3,31.0,Sherlock Holmes' Thinking Music
5,Alexandre Desplat,Cinematic Nights,"One Of Them - From ""Darkest Hour"" Soundtrack",4iC8vY8wSITSkJA5wQY8Mm,0.278,0.0118,0,-32.6,0,0.0363,0.944,0.12,0.0974,139.334,93387,4,18.0,Sherlock Holmes' Thinking Music
6,Lang Lang,The Painted Veil,The Painted Veil,3HohQPAZ5xzDs1ANErgk52,0.48,0.176,1,-22.666,1,0.0345,0.945,0.103,0.128,124.013,197653,4,36.0,Sherlock Holmes' Thinking Music
7,Alexandre Desplat,"Harry Potter and the Deathly Hallows, Pt. 1 (Original Motion Picture Soundtrack)",Obliviate,3yHrZ0f21yKyzG0ox65nB0,0.294,0.204,0,-19.13,1,0.0505,0.954,0.104,0.0368,149.74,182200,4,49.0,Sherlock Holmes' Thinking Music
8,Edvard Grieg,"Wonderland - Edvard Grieg: Piano Concerto, Lyric Pieces","Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato - Live",0N1nVucqKLpIQVuVZyi8t8,0.331,0.0896,9,-21.395,0,0.0409,0.896,0.117,0.0375,120.037,793480,4,39.0,Sherlock Holmes' Thinking Music
9,Max Richter,"Recomposed by Max Richter: Vivaldi, The Four Seasons","Recomposed By Max Richter: Vivaldi, The Four Seasons: Winter 1",3ua34oh2znEwkcH53psowq,0.481,0.584,5,-13.118,0,0.0854,0.81,0.296,0.52,149.075,180560,4,0.0,Sherlock Holmes' Thinking Music
0,Zach Bryan,Something in the Orange,Something in the Orange,3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,4,-12.151,0,0.04,8.35e-06,0.0954,0.148,175.212,228013,3,88.0,Focus for Fighting Dragons
1,Calum Scott,Only Human (Deluxe),Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,0.681,0.174,1,-8.745,1,0.0315,3.35e-05,0.0983,0.231,112.672,260285,4,81.0,Focus for Fighting Dragons
2,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,11,-8.284,1,0.029,2.5e-05,0.103,0.389,74.953,197732,4,81.0,Focus for Fighting Dragons
3,carobae,songs from 3am,i don't miss u,5WgdCkTa3l9GznpPQaQH6W,0.407,0.292,3,-7.621,1,0.0773,0.0,0.117,0.0772,78.412,178896,4,56.0,Focus for Fighting Dragons
4,Taylor Swift,Red (Taylor's Version),I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),4CkgMiMqZ5JzW9iYXSTMTL,0.391,0.715,0,-4.516,1,0.0495,0.0,0.183,0.473,149.654,285107,3,77.0,Focus for Fighting Dragons
5,The Wreckers,"Stand Still, Look Pretty (U.S. Version)",Leave the Pieces,1VnQfAPIHwFImjfO9gnyUt,0.514,0.679,6,-6.117,1,0.0273,0.0,0.0594,0.496,164.109,210233,4,60.0,Focus for Fighting Dragons
6,Alanis Morissette,Jagged Little Pill,You Oughta Know,0Dw9z44gXhplDh5HCWZIxP,0.66,0.831,4,-8.195,1,0.0557,0.0,0.736,0.43,105.32,249200,4,57.0,Focus for Fighting Dragons
7,Nirvana,In Utero - 20th Anniversary Remaster,Heart-Shaped Box,66w5OYw2ja8lnmaA3Ns0PU,0.256,0.641,1,-10.283,1,0.0552,0.0329,0.0853,0.382,203.006,281160,4,59.0,Focus for Fighting Dragons
8,The All-American Rejects,When The World Comes Down,Gives You Hell,6ihL9TjfRjadfEePzXXyVF,0.718,0.691,4,-6.44,1,0.0387,0.0,0.0627,0.552,100.008,213107,4,72.0,Focus for Fighting Dragons
9,Carrie Underwood,Some Hearts,Before He Cheats,0ZUo4YjG4saFnEJhdWp9Bt,0.519,0.749,6,-3.318,0,0.0405,0.0,0.119,0.29,147.905,199947,4,79.0,Focus for Fighting Dragons
10,Everybody Loves an Outlaw,I See Red,I See Red,2Xau3uNsnIb9FwzsvHR84z,0.42,0.447,4,-7.555,0,0.0375,0.0156,0.202,0.216,78.775,230613,3,0.0,Focus for Fighting Dragons
11,Nelly Furtado,Loose,Maneater,4wH4dJgrsxONID6KS2tDQM,0.796,0.777,6,-4.81,1,0.0397,0.000358,0.121,0.787,132.722,258893,4,81.0,Focus for Fighting Dragons
12,Charlotte Lawrence,Joke's On You,Joke's On You,2D0FX6WiP1GKGL3yCdXxs7,0.476,0.652,2,-4.546,0,0.104,0.0,0.136,0.47,190.118,184659,3,66.0,Focus for Fighting Dragons
13,The Score,ATLAS,Unstoppable,6rrKbzJGGDlSZgLphopS49,0.485,0.843,1,-3.993,0,0.0467,1.01e-05,0.14,0.602,78.001,192107,4,74.0,Focus for Fighting Dragons
14,Fall Out Boy,American Beauty/American Psycho,Centuries,04aAxqtGp5pv12UXAg4pkq,0.393,0.858,4,-2.868,0,0.0729,0.0,0.102,0.56,176.042,228360,4,81.0,Focus for Fighting Dragons
0,RINI,Camped,Camped,2HMMxCBemHQY4Qktdtcpwj,0.632,0.375,8,-13.582,1,0.0422,1.98e-05,0.128,0.342,133.009,220602,4,56.0,Late Night Drives
1,RINI,Red Lights (feat. Wale),Red Lights (feat. Wale),0nzqv2KS3q7SMA2s18RbAJ,0.567,0.666,10,-4.907,0,0.0623,3.9e-06,0.109,0.571,116.643,219687,4,50.0,Late Night Drives
2,Adele,25,All I Ask,05TOt5Vz4StdjMpEdFPlvB,0.591,0.28,4,-5.494,1,0.0283,0.0,0.124,0.348,141.916,271800,4,72.0,Late Night Drives
3,Joji,Glimpse of Us,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,4.78e-06,0.141,0.268,169.914,233456,3,95.0,Late Night Drives
4,Manwolves,A Safety Meeting,Weather Is Warm,5ZNyW89G6LSC3wSTrptXqE,0.538,0.786,2,-4.392,1,0.0534,0.0,0.0687,0.546,157.936,244607,4,36.0,Late Night Drives
5,JVKE,golden hour,golden hour,6GD1eomgaGT1Epto6Q5eAo,0.511,0.594,1,-4.799,0,0.0316,0.177,0.249,0.143,94.473,209260,3,89.0,Late Night Drives
6,Rex Orange County,WHO CARES?,"OPEN A WINDOW (feat. Tyler, The Creator)",1TDeDFUYHjZKLsO6bzoVg1,0.541,0.607,2,-7.174,1,0.0482,0.0,0.193,0.548,79.974,218587,4,66.0,Late Night Drives
7,H.E.R.,H.E.R.,Best Part (feat. H.E.R.),4OBZT9EnhYIV17t4pGw7ig,0.473,0.371,4,-10.219,0,0.0405,0.0,0.109,0.413,75.205,209400,4,72.0,Late Night Drives
8,Giveon,Stuck On You,Stuck On You,08HPWLi0YmRUStJzkQ1ffh,0.599,0.449,7,-7.423,1,0.0529,2.66e-05,0.107,0.143,158.0,205116,3,65.0,Late Night Drives
9,Daniel Caesar,Japanese Denim,Japanese Denim,7pgdKNreH79L8dxCZACCDZ,0.707,0.238,3,-8.818,1,0.0379,2.42e-06,0.0842,0.345,124.156,270847,3,47.0,Late Night Drives
