ac,name
5485,['Finland' 'popular music' 'ecology' 'popular music--by place']
5588,"['ecology' 'acoustic ecology' 'relation to video game sound'
 'embodied virtual acoustic ecologies' 'psychology' 'sports and games'
 'video game sound']"
5595,"['China' 'Yunnan' 'religious music' 'dongjing yinyue'
 'cultural sustainability' 'religious institutions' 'Datan'
 'Huashan Tan organization' 'religion and religious music' 'mythology'
 'gods' 'audiences' 'ecology' 'cultural ecology']"
5625,['ecology']
5699,"['Hindemith, Paul' 'writings' '<Sterbende Gewässer>'
 'twentieth-century music' 'history and development'
 'viewed by Paul Hindemith' 'environment' 'pollution'
 'compared with 20th-c. music' 'ecology' 'tonality']"
5885,"['ecology' 'acoustic ecology' 'listening' 'soundscape' 'terminology'
 '""soundscape""']"
5917,"['Henley, Don' 'life' 'song texts' 'performers--popular music'
 'performing groups--popular music' 'Eagles' 'relation to Don Henley'
 'ecology' 'activities of Don Henley' 'Thoreau, Henry David' 'writings'
 'influence on Don Henley' 'Emerson, Ralph Waldo']"
5918,"['colonialism' 'Americas' 'Latin America'
 'relation to ethnomusicological archive' 'librarianship' 'archiving'
 'ethnomusicology' 'academic activities'
 'relation to concept of extinction' 'Latin American studies'
 'relation to colonialism' 'ecology' 'ecological crisis' 'Anthropocene']"
6048,['ecology' 'acoustic ecology' 'collection of essays']
6049,"['ecology' 'acoustic ecology' 'soundscape' 'soundscape studies'
 'World Soundscape Project']"
6050,"['ecology' 'acoustic ecology' 'early 21st c.' 'listening' 'soundscapes'
 'soundscape' 'soundscape studies' 'World Soundscape Project'
 'activities of Hildegard Westerkamp' 'composition'
 'soundscape composition' 'Westerkamp, Hildegard']"
6051,"['Schafer, R. Murray' 'writings'
 '<The tuning of the world: Toward a theory of soundscape design>'
 'soniferous garden' 'relation to noise control' 'ecology'
 'acoustic ecology' 'noise' 'noise control' 'Europe' 'urban areas'
 'relation to acoustic ecology'
 'societies, associations, fraternities, etc.--national' 'Netherlands'
 'Nederlandse Stichting Geluidshinder (NSG)' 'United Kingdom'
 'Noise Abatement Society (NAS)' 'Germany'
 'Deutsche Gesellschaft für Akustik (DEGA)'
 'Arbeitsring Lärm der DEGA (ALD)']"
6055,"['ecology' 'acoustic ecology' 'ecological sound art' 'sound art'
 'Barclay, Leah' '<Hydrology> (2017)' '<Listening underwater> (2018)'
 'environment' 'climate change']"
6060,"['ecology' 'acoustic ecology' 'soundwalking' 'traffic' 'sound art'
 'transportation' 'listening']"
6061,"['sound art' 'Softday' 'acouscenic listening' 'listening' 'ecology'
 'acoustic ecology' 'soundwalking']"
6104,"['ecology' 'sound ecology' 'universals' 'community'
 'concept of sound community' 'sociology' 'sound studies' 'economics'
 'concept of sound economy' 'science' 'evolutionary biology'
 'viewed by Jeff Todd Titon']"
6150,"['ecology' 'ecoacoustics' 'United States-Mexico border region'
 'dimensional sonology' 'United States of America'
 'Mexico-United States border region' 'culture' 'soundscapes' 'Mexico'
 'soundscape' 'Americas']"
6162,['ecology' 'acoustic ecology' 'soundwalking']
6252,"['environment' 'environmentalism' 'popular music' 'politics'
 'environmental activism' 'rock' 'popular music--by genre' 'folk music'
 'green touring' 'discographies' 'popular music--general'
 'performing groups--popular music' 'U2' 'performances' '<360° tour>'
 'carbon footprint' 'ecology' 'sustainability']"
6281,"['sound recording and reproduction' 'technology' 'formats and materials'
 'relation to physical and cultural environments' 'popular music--general'
 'sound recordings' 'ecology' 'environmental studies' 'cultural studies'
 'political ecology' 'relation to sound recording technologies'
 'music industry' 'practices and procedures'
 'relation to manufacture and disposal'
 'relation to formats and materials' 'nature' 'environmentalism'
 'relation to sound recording formats' 'sound recordings--general'
 'recording formats' 'relation to ecology' 'economics' 'consumption']"
6411,"['semiotics' 'semiotics as discipline' 'sociosemiotics'
 'relation to concept of platform' 'computer applications' 'Spotify'
 'user data' 'mass media' 'Internet' 'streaming media' 'music industry'
 'economics' 'relation to music platforms' 'ecology' 'media ecology']"
6472,"['Coleman, Satis N.' 'writings' 'music education'
 'environmental philosophy' 'pedagogy--general'
 'Satis N. Coleman writings' 'environment' 'environmentalism'
 'relation to music education' 'ecology' 'ecological literacy'
 'eco-literate music pedagogy']"
6561,"['therapy--music therapy' 'music therapy theory' 'field of play' 'ecology'
 'music therapy' 'oral tradition' 'North America'
 'Indigenous peoples--Americas' 'therapy']"
6586,"['sound studies' 'new materialism' 'Anthropocene' 'ecology'
 'ecological crisis' 'colonialism' 'settler colonialism' 'Fure, Ashley'
 'works' '<The force of things: An opera for objects>'
 'relation to new materialism' 'Fanon, Frantz' 'writings'
 '<Peau noire, masques blancs>']"
6601,"['China' 'pedagogy' 'college and university' 'suzhi jiaoyu approach'
 'pedagogy--by place' 'music education' 'ecology'
 'applied to  college pedagogy']"
6604,"['ecology' 'acoustic ecology' 'Schafer, R. Murray' 'writings'
 '<The tuning of the world: Toward a theory of soundscape design>'
 'soundscape' 'soundscape studies' 'World Soundscape Project']"
6838,"['ecology' 'sound recording and reproduction' 'recording formats'
 'relation to environmental impact' 'popular music--general'
 'sound recordings']"
6839,"['festivals' 'England' 'Pilton' 'Glastonbury Festival'
 'relation to politics' '2019' 'politics' 'United Kingdom'
 'relation to Glastonbury Festival' 'Brexit'
 'Owuo, Michael Ebenezer Kwadjo Omari, Jr. (Stormzy)' 'performances'
 'relation to Boris Johnson and criminal justice'
 'performers--popular music' 'Stormzy' 'Johnson, Boris' 'life'
 'viewed by Stormzy' 'Attenborough, David' 'Glastonbury Festival speech'
 'ecology' 'environment' 'climate change']"
7088,"['Italy' 'culture' 'soundscapes' 'influenced by COVID-19 pandemic'
 'soundscape' 'wars and catastrophes' 'pandemics' 'COVID-19 pandemic'
 'influence on soundscapes' 'pedagogy--by place' 'phenomenology' 'ecology'
 'soundscape ecology']"
7090,"['Farina, Almo' 'interviews' 'on soundscape ecology' 'ecology'
 'soundscape ecology' 'viewed by Almo Farina']"
7091,"['Belgiojoso, Ricciarda' 'interviews' 'on soundscape ecology' 'ecology'
 'soundscape ecology' 'viewed by Ricciarda Belgiojoso']"
7211,"['ecology' 'acoustic communication' 'listening' 'computer applications'
 'discographies' 'field recordings']"
7362,"['pedagogy--general' 'music education' 'acoustic ecology'
 'Schafer, R. Murray' 'writings' 'medicine--by topic' 'hearing disorders'
 'youth' 'relation to noise' 'ecology' 'musical preferences']"
7495,"['therapy--music therapy' 'music therapy education and training'
 'field of play' 'music therapy theory' 'ecology' 'music therapy'
 'Kenny, Carolyn' 'writings']"
7561,"['China' 'cultural policies' 'intangible cultural heritage' 'preservation'
 'ecological aesthetics' 'aesthetics' 'ecology']"
7724,"['Schafer, R. Murray' 'life' 'World Soundscape Project' 'soundscape'
 'soundscape studies' 'ecology' 'acoustic ecology']"
7775,"['Schafer, R. Murray' 'works'
 '<Patria prologue: The princess of the stars>' 'outdoors as setting'
 'scenography' 'ecology' 'influence on composition' '20th c.' 'animals'
 'birds' 'birdsong' 'composition' 'relation to acoustic ecology'
 'Naess, Arne' 'writings' 'ecosophy' 'influence on acoustic ecology'
 'philosophy' 'terminology' '""soundscape""']"
7794,"['performing groups--popular music' 'Botanist'
 'depiction of apocalyptic environmentalism'
 'sound recordings--by performing group' 'environment' 'environmentalism'
 'activities of Botanist' 'ecology' 'ecocriticism']"
7905,"['Russolo, Luigi' 'works' 'noise music' 'noise' 'ecology']"
7955,"['instruments--string (guitar family)' 'guitar playing' 'popular music'
 'ecological crisis' 'trees' 'popular music--general' 'instruments'
 'ecology' 'phenomenology' 'embodiment' 'nature' 'time' 'geologic time'
 'Anthropocene']"
8158,"['ecology' 'acoustic ecology' 'soundwalking' 'anthropology'
 'acoustemology' 'sound recording and reproduction' 'field recordings']"
8325,"['pedagogy--by place' 'China' 'music education' 'curriculum design'
 'ecology of practice' 'pedagogy' 'ecology']"
8487,"['congresses, conferences, symposia' 'United States of America'
 'Puerto Rico' 'ecomusicology' '2018' 'ecology' 'climate change'
 'conferences' 'musicology' 'academic activities' 'ethnomusicology'
 'wars and catastrophes' 'hurricanes' 'Hurricane Maria' 'recovery'
 'role of arts' 'musical life']"
8488,"['congresses, conferences, symposia' 'United States of America'
 'Puerto Rico' 'ecomusicology' '2018' 'ecology' 'climate change'
 'conferences' 'musicology' 'academic activities' 'ethnomusicology'
 'wars and catastrophes' 'hurricanes' 'Hurricane Maria' 'recovery'
 'role of arts' 'musical life']"
8490,"['listening' 'music listening' 'musical meaning' 'ecological approach'
 'Gibson, James J.' 'writings' 'ecological theory of perception'
 'applied to listening' 'ecology' 'relation to listening'
 'psychology of music' 'semiotics' 'semiotics as discipline' 'acoustics'
 'psychoacoustics' 'sociology' 'social contexts']"
8587,"['Mexico' 'Durango' 'Zona del Silencio' 'musical life'
 'Westerkamp project' 'ecology' 'acoustic ecology' 'Westerkamp, Hildegard']"
9418,"['performance' 'participatory performance' 'cultural sustainability'
 'ecology' 'cultural ecology']"
9427,"['ecology' 'ecological sound art' 'The Maxwell Demon' 'improvisation'
 'sound art' 'creative process']"
9431,"['ecology' 'acoustic ecology' 'natural soundscapes' 'relation to music'
 'nature']"
9444,"['ethnomusicology' 'ethnomusicology as discipline'
 'concept of sustainability' 'ecology' 'ecology as discipline'
 'applied to ethnomusicology']"
9452,"['ecology' 'acoustic ecology' 'listening' 'soundscape'
 'soundscape studies']"
9597,"['ecology' 'acoustic ecology' 'aesthetics' 'conceptual framework'
 'epistemological approach' 'Meireles, Cildo' 'works, sound art'
 '<Sal sem carne>' 'sound recordings--by name' 'sound art' 'listening'
 'intersubjective listening' 'Nakahodo, Lilian Nakao'
 '<Mapa sonoro CWB: Uma cartografia afetiva de Curitiba>' 'terminology'
 'discographies']"
9621,['ecology' 'acoustic ecology' 'background music']
9686,"['dramaturgy' 'Wagner, Richard' '<Der Ring des Nibelungen>, WWV 86'
 'character of Siegfried' 'depiction of human-nature relationship' 'works'
 'depictions of nature' 'opera--by composer' 'leitmotiv' 'nature'
 'leitmotivs' 'ecology' 'ecocriticism']"
9808,"['ecology' 'sonic ecology' 'noise pollution' 'noise' 'Schafer, R. Murray'
 'writings' 'acoustic ecology' 'Watson, Chris (1952-)' 'sound recordings'
 'field recordings' 'relation to noise pollution'
 'López, Francisco (1964-)' 'sound recordings--by name']"
9880,"['world music' 'environmentalism' 'environment' 'ecology' 'biodiversity'
 'relation to musical diversity' 'musical diversity'
 'relation to biodiversity']"
9881,"['Latin American studies' 'sound ecology' 'relation to culinary arts'
 'ecology' 'Latin America' 'food' 'relation to sound ecology'
 'Lévi-Strauss, Claude' 'writings' '<Le cru et le cuit>'
 'applied to Latin American sound ecology' 'anthropology']"
9882,"['Cage, John' 'works' '<Song books (Solos for voice 3-92)>'
 'relation to ecology' 'ecology' 'sound ecology' 'politics' 'economics'
 'capitalism' 'wars and catastrophes' 'Hurricane Maria' 'Puerto Rico'
 'relation to <Song books (Solos for voice 3-92)> by John Cage']"
9886,"['ecology' 'sound ecology' 'Colombia' 'relation to panpipes music'
 'instruments--wind (woodwind, flute family)' 'panpipes, music'
 'relation to sound ecology' 'culture' 'environment' 'nature' 'forests'
 'Arrieta, Fredys' 'life' 'panpipes playing'
 'relation to natural environment' 'urban studies' 'urban soundscapes'
 'Bogotá' 'performers--panpipes' 'soundscape']"
10029,"['ecology' 'acoustic ecology' 'children' 'singing'
 'relation to acoustic ecology']"
10030,['ecology' 'acoustic ecology' 'listening']
10046,"['ecology' 'acoustic ecology' 'periodicals'
 '<Musicworks: The journal of sound exploration>, 35' 'harmonics']"
10211,"['instruments--keyboard (organ family)' 'organ building' 'role of ecology'
 'ecology']"
10244,"['China' 'traditional music' 'ecological approach' 'ecology'
 'applied to Chinese traditional music']"
10321,"['festivals' 'popular music festivals'
 'relation to environmental sustainability' 'ecology' 'sustainability'
 'relation to music festivals' 'politics' 'green politics']"
10613,"['jazz' 'jazz improvisation' 'sonification' 'microbial ecology'
 'Microbial Bebop' 'ecology' 'marine environments' 'environment'
 'composition' 'algorithmic composition']"
10634,['ecology' 'cultural ecology' 'ecology of music' 'audiences']
10639,"['rock' 'heavy metal' 'black metal' 'relation to theory and ecology'
 'ecology' 'concept of black metal ecology' 'aesthetics'
 'sound recordings--general' 'aesthetics and poetics' 'song texts'
 'psychology' 'emotions' 'melancholy' 'relation to black metal'
 'ethics and morals' 'relation to ecology and melancholy']"
10648,"['rock' 'heavy metal' 'black metal' 'relation to theory and ecology'
 'ecology' 'extinction' 'relation to black metal']"
10656,"['environment' 'environmentalism' 'depicted in popular music'
 'early 21st c.' 'ecology' 'Iceland'
 'relation to Kárahnjúkar hydropower project' '2006–09' 'politics'
 'ecocriticism' 'relation to popular music' 'analysis'
 'popular music--by place' 'Valgeir Sigurðsson' 'sound recordings'
 '<Grýlukvæði>' 'relation to ecocriticism' 'Björk Guðmundsdóttir'
 '<Náttúra>' 'performing groups--popular music' 'Sigur Rós' '<Vaka>'
 'sound recordings--by place' 'song texts' 'popular music'
 'textual analysis' 'applied to Icelandic artists and ecocriticism'
 'performers--popular music' 'producers and engineers--sound recordings']"
10734,"['pedagogy--general' 'music education' 'elementary and secondary school'
 'use of soundscape' 'ecology' 'acoustic ecology' 'soundscapes'
 'pedagogical applications']"
10768,"['ecology' 'ecoacoustics' 'equatorial rainforests'
 'Fragments of Extinction' 'sound art' 'environmental sound art'
 'Monacchi, David' 'nature']"
10786,"['philosophy' 'Idealism' 'relation to listening' 'listening' 'aesthetics'
 'relation to creative process' 'ecology' 'acoustic ecology'
 'twenty-first-century music']"
10794,"['Taiwan' 'Gaoxiong' 'Hakka people' 'traditional music' 'bayin'
 'relation to sustainability' 'ecology' 'sustainability' 'heritagization'
 'religion and religious music--Daoism' 'cultural policies'
 'arts development']"
10800,"['mixed media' 'Austen, Kat' '<The matter of the soul>' 'ecology' 'Arctic'
 'climate change' 'subject of Kat Austen <The matter of the soul>']"
10826,"['sound recording and reproduction' 'technology' 'formats and materials'
 'relation to physical and cultural environments' 'popular music--general'
 'sound recordings' 'ecology' 'environmental studies' 'cultural studies'
 'political ecology' 'relation to sound recording technologies'
 'music industry' 'practices and procedures'
 'relation to manufacture and disposal'
 'relation to formats and materials' 'nature' 'environmentalism'
 'relation to sound recording formats' 'sound recordings--general'
 'recording formats' 'relation to ecology' 'economics' 'consumption']"
11028,"['ecology' 'acoustic ecology' 'listening' 'soundscape' 'terminology'
 '""soundscape""']"
11095,"['Farmer, Logan' 'sound recordings' '<Still no mother>'
 'role of production' 'sound recordings--by name'
 'performers--popular music' 'producers and engineers--sound recordings'
 'ecology' 'climate change' 'depicted on Logan Farmer <Still no mother>']"
11350,['ecology' 'acoustic communication' 'listening' 'computer applications']
11409,"['Seeger, Pete' 'interviews'
 'performers--traditional and neotraditional music' 'Guthrie, Woody'
 'life' 'relation to Seeger' 'politics' 'ecology' 'environmentalism']"
11418,"['sound art' 'soundwalks' 'McTernan, Elizabeth' '<A tree calls>'
 'Wolcott, Frank Lucas' 'ecology' 'acoustic ecology' 'soundwalking']"
11433,"['Palau, Republic of' 'traditional music' 'chesols' 'sound knowledge'
 'environmental change' 'song--popular and traditional' 'ecology']"
11434,"['China' 'Inner Mongolia' 'Xilingol league' 'traditional music'
 'sound ecology approach' 'ecology' 'sound ecology' 'polyphony']"
11552,"['aesthetics' 'Western worldview' 'role of music' 'ecology'
 'eco-cosmology' 'relation to electronic music and computer music'
 'electronic music' 'research and practice' 'influenced by eco-cosmology'
 'universals' 'biomusicology']"
11626,"['musicology' 'musicology as discipline' 'music ecology' '20th c.'
 'ecology' 'relation to music']"
11640,"['mass media' 'television' 'Home Box Office (HBO)' '<Chernobyl>'
 'role of score and sound design' 'relation to ecological disaster'
 'Hildur Guðnadóttir' 'works' '<Chernobyl> score' 'Mazin, Craig'
 'writings' '<Chernobyl> screenplay' 'relation to score and sound design'
 'wars and catastrophes' 'nuclear disasters' ""Čornobil' disaster""
 'depicted in <Chernobyl>' 'ecology' 'ecological crisis'
 ""relation to Čornobil' disaster""]"
11743,"['aesthetics' 'ecological aesthetics' 'acoustic atmospheres' 'acoustics'
 'ecology' 'Schoenberg, Arnold' 'works'
 'relation to World Soundscape Project' 'Cage, John' 'soundscape'
 'soundscape studies' 'World Soundscape Project']"
11895,"['traditional music' 'grasslands music culture' 'relation to environment'
 'ecology' 'grasslands ecology' 'relation to music culture']"
11919,"['United States of America' 'musical life' 'orchestras'
 'environmental awareness' 'compared with Germany'
 'United Kingdom--England' 'Germany' 'compared with USA and UK' 'ecology'
 'United Kingdom' 'orchestra'
 'societies, associations, fraternities, etc.--national' 'New York'
 'New York City' 'League of American Orchestras' 'England'
 ""Julie's Bycicle""]"
11924,"['performance venues' 'Germany' 'Heidelberg' 'municipal theater'
 'use of geothermal energy' 'Hamburg' 'Laeiszhalle' 'energy efficiency'
 'ecology' 'concert halls']"
11927,"['ecology' 'festivals' 'Germany' 'Schleswig-Holstein'
 'Schleswig-Holstein Musik Festival' 'environmental awareness' 'Austria'
 'Grafenegg' 'Grafenegg Festival']"
11945,"['traditional music' 'grasslands music culture' 'relation to environment'
 'ecology' 'grasslands ecology' 'relation to music culture']"
12042,"['listening' 'aesthetics' 'soundscapes'
 'real and imagined acoustic spaces' 'ecology' 'acoustic ecology']"
12076,"['aesthetics' 'sonority' 'concept of sonic atmospheres'
 'concept of environmental presence' 'ecology' 'acoustic ecology'
 'sonic environment']"
12096,"['twentieth century' 'musical life' 'ecological approach' 'ecology'
 'applied to musical life']"
12118,"[""women's studies"" 'Australia' 'Northern Territory' 'Central Australia'
 'Aboriginal peoples' 'yawulyu/awelye' 'cultural sustainability' 'culture'
 'ceremonies' ""women's rituals"" 'song--popular and traditional' 'ecology'
 'cultural ecology']"
12147,"['terminology' 'aesthetics' '""musique verte""' 'ethnomusicology'
 'ethnomusicology as discipline' 'relation to green music movement'
 'ecology']"
12465,"['electronic music' 'ubiquitous music (ubimus)' 'ecological approaches'
 'knowledge transfer' 'InMesh 1.0 installation' 'computer applications'
 'ecology']"
12538,"['instruments--string' 'bowed instruments' 'bow making' 'materials'
 'sustainability' 'instruments--string (guitar family)' 'guitar making'
 'wood' 'instruments--string (viol family)' 'viol making' 'ecology'
 'instrument building' 'Lampela, Maija' 'interviews' 'performers--viol'
 'Niskanen, Lauri' 'instrument builders--viol' 'Kumela, Petri'
 'performers--guitar' 'Seebass, Armin'
 'instrument builders--miscellaneous instruments']"
12539,"['instruments--string' 'bowed instruments' 'bow making' 'materials'
 'sustainability' 'instruments--string (guitar family)' 'guitar making'
 'wood' 'instruments--string (viol family)' 'viol making' 'ecology'
 'instrument building' 'Lampela, Maija' 'interviews' 'performers--viol'
 'Niskanen, Lauri' 'instrument builders--viol' 'Kumela, Petri'
 'performers--guitar' 'Seebass, Armin'
 'instrument builders--miscellaneous instruments']"
12599,['ecology' 'acoustic ecology' 'ambient sound']
12905,"['dance--general' 'choreography' 'influenced by ecology'
 'Mutka, Eeva-Maria' 'works, choreography' 'choreographers' 'Rubidge, Tim'
 'Walla, Nala' 'ecology' 'influence on choreography']"
13074,"['ecology' 'acoustic communication' 'terminology' 'composition'
 'soundscape composition']"
13117,"['Sciarrino, Salvatore' 'works' '<Infinito nero>' 'role of silence'
 'silence' 'aesthetics' 'spectral music' 'death and dying'
 'relation to silence' 'ecology' 'acoustic ecology']"
13257,"['therapy--music therapy' 'community music therapy (CoMT)'
 'relation to music therapy interventions about environemnt' 'ecology'
 'social transformation' 'music interventions'
 'use of amplification technique' 'medicine--by topic' 'mental health'
 'radio workshops' 'relation to music therapy' 'mass media' 'Argentina'
 'Buenos Aires' 'Hospital Piñero' 'radio program'
 'relation to mental health and music therapy']"
13273,['ecology' 'acoustic ecology' 'history and development']
13296,"['Grisey, Gérard' 'works' '1970s-80s' 'creative process' 'psychology'
 'psychology as discipline' 'influence on Grisey' '1980s' 'ecology'
 'Leibniz, Gottfried Wilhelm von' 'writings' 'on nature'
 'relation to Grisey']"
13346,"['ecology' 'acoustic ecology' 'soundmapping' 'Canada' 'Mississauga'
 'Mississauga Sound Map project' 'Ontario' 'soundscape']"
13418,"['Hindemith, Paul' 'writings' '<Sterbende Gewässer>'
 'twentieth-century music' 'history and development'
 'viewed by Paul Hindemith' 'environment' 'pollution'
 'compared with 20th-c. music' 'ecology' 'tonality']"
13556,"['ecology' 'acoustic ecology' 'periodicals'
 '<Chigiana: Journal of musicological studies>' 'L/2']"
13557,"['festivals' 'Italy' 'Siena'
 'Chigiana International Festival and Summer Academy' '2019' 'ecology']"
13560,"['sound studies' 'sound studies as discipline'
 'concept of acoustic ecology' 'ecology' 'acoustic ecology' 'soundscape'
 'Antarctica' 'Pérez Núnez, Alejandra Pérez (elpueblodechina)'
 'works, sound art' 'sound art' 'Samartzis, Philip']"
13561,"['sound art' 'history and development' 'sound ecology' '21st c.'
 'twenty-first-century music' 'ecology' 'environment' 'climate change'
 'Polli, Andrea' 'works'
 '<Heat and the heartbeat of the city: Central Park climate change in sound>'
 'Crawford, Daniel' '<Planetary bands, warming world>' 'Barten, Bert'
 '<Talking trees>' 'Ginsberg, Alexandra Daisy' '<Machine auguries>']"
13566,"['ecology' 'acoustic ecology' 'soundwalking' 'Westerkamp, Hildegard'
 'works' '<Lighthouse Park soundwalk>' 'compared with <Talking rain>'
 '<Talking rain>' 'compared with <Lighthouse Park soundwalk>']"
13633,"['pedagogy--general' 'music education' 'relation to acoustic ecology'
 'improvisation' 'improvisation pedagogy' 'ecology' 'acoustic ecology'
 'relation to pedagogy']"
14059,"['mixed media' 'role of sound' 'noise' 'aesthetics' 'sound aesthetics'
 'ecology' 'acoustic ecology']"
14227,"['ecology' 'relation to electroacoustics' 'mass media' 'radio'
 'discographies' 'electroacoustics']"
14250,"['ecology' 'political ecology' 'ecodiversity'
 'relation to music education' 'cultural diversity'
 'Indigenous peoples--Americas' 'North America'
 'indigenous knowledge systems' 'pedagogy--general' 'music education'
 'diversity issues' 'cultural diversity and ecodiversity']"
14267,"['pedagogy--general' 'pedagogy as discipline' 'reflective practice'
 'relation to musical experience' 'ecology' 'dynamic systems theory'
 'applied to pedagogy' 'listening' 'listening pedagogy']"
14302,"['ecology' 'acoustic ecology' 'soundmapping' 'criticism--by subject'
 'Waldock, Jacqueline' 'criticism--by critic']"
14725,"['Lockwood, Annea' 'sound recordings' '<A sound map of the Hudson river>'
 'sound art' 'sound installations' 'sound recordings--by name'
 'Sciuchetti, Mark' 'soundscape recordings' 'Hudson River' '2017'
 'soundscape' 'geography' 'cultural geography' 'sound mapping' 'ecology'
 'ecomusicology' 'relation to sound mapping']"
14770,"['Vietnam' 'traditional music' 'ca trù' 'cultural sustainability'
 'ecology' 'cultural ecology']"
14925,"['ecology' 'ecosystems' 'relation to mass culture' 'cultural studies'
 'mass culture' 'relation to ecosystems']"
15072,['ecology' 'acoustic ecology' 'soundscapes']
15230,"['festivals' 'Canada' 'Québec' 'Montréal'
 '7th Printemps Électroacoustique, 1992' 'musical life' 'ecology'
 'sound ecology' 'electronic music' 'Dansereau, Pierre' 'life'
 '7th Printemps Électroacoustique' 'Schafer, R. Murray']"
15231,"['ecology' 'acoustic ecology' 'festivals' 'Canada' 'Québec' 'Montréal'
 '7th Printemps Électroacoustique' '1992']"
15232,"['festivals' 'Canada' 'Québec' 'Montréal'
 '7th Printemps Électroacoustique, 1992' 'musical life' 'ecology'
 'acoustic ecology' 'electronic music' 'Dansereau, Pierre' 'life'
 '7th Printemps Électroacoustique' 'Schafer, R. Murray' 'Smith, M.A.'
 'Orchestre Vélo/Bicycle Orchestra' 'Smith, Michel A.'
 'works, mixed media' 'Dufaux, Paskal' 'mass media' 'radio'
 'Schryer, Claude']"
15298,"['ecology' 'sound ecology' 'periodicals'
 '<Musicworks: The journal of sound exploration>, 55']"
15362,"['ecology' 'acoustic ecology' 'Schafer, R. Murray']"
15389,['ecology']
15530,"['listening' 'music listening' 'musical meaning' 'ecological approach'
 'Gibson, James J.' 'writings' 'ecological theory of perception'
 'applied to listening' 'ecology' 'relation to listening'
 'psychology of music' 'semiotics' 'semiotics as discipline' 'acoustics'
 'psychoacoustics' 'sociology' 'social contexts']"
15612,"['ecology' 'ecomusicology' 'ecocriticism' 'environment'
 'environmental crisis' 'musicology' 'musicology as discipline'
 'United States of America' 'ethnomusicology'
 'ethnomusicology as discipline' 'Allen, Aaron S.' 'interviews'
 'musicologists' 'societies, associations, fraternities, etc.--national'
 'American Musicological Society (AMS)' 'Ecocriticism Study Group (ESG)'
 'societies, associations, fraternities, etc.--international'
 'Society for Ethnomusicology (SEM)'
 'Ecomusicology Special Interest Group (ESIG)']"
15613,"['musicology' 'musicology as discipline' 'ecomusicology' 'ecology'
 'ecological crisis' 'relation to musical culture'
 'instruments--string (violin family)' 'violin family, making' 'wood'
 'sustainability' 'nature' 'trees' 'spruce wood' 'pernambuco wood']"
15614,"['congresses, conferences, symposia' 'Iceland' 'Kópavogur' 'ecomusicology'
 '2011' 'Germany' 'Köln' 'musicology' 'academic activities' 'conferences'
 'ecology' 'sexuality and gender' 'Sigfríður Björnsdóttir' 'interviews'
 'on Music and Nature conference']"
15615,"['exhibitions' 'Egypt' 'al-Qāhiraẗ'
 'Darb 1718 Contemporary Art & Culture Center' 'Recording Against Regimes'
 '2013' 'politics' 'political resistance' 'Cusack, Peter'
 'sound recordings' '<Sounds from dangerous places>' 'ecology'
 'environmentalism' 'sonic journalism' 'mass media' 'Internet'
 'social media' 'citizen journalism' 'field recordings']"
15662,"['Muikku, Jari' 'interviews' 'on Finnish music industry' 'Pölönen, Perttu'
 'music industry' 'Finland' 'economics' 'early 21st c.' 'ecology'
 'energy demand' 'streaming media' 'mass media' 'Internet'
 'salaries, pensions, etc.' 'royalties' 'composition' 'creative process'
 'artificial intelligence' 'computer applications']"
15664,"['performance venues' 'Finland' 'Tampere' 'G Livelab Tampere'
 'musical life' 'COVID-19 pandemic' 'music industry' 'live music industry'
 'wars and catastrophes' 'pandemics' 'ecology' 'sustainability'
 'early 21st c.' 'economics' 'income inequality' 'mass media' 'Internet'
 'livestreaming' 'music events']"
15680,"['Muikku, Jari' 'interviews' 'on Finnish music industry' 'Pölönen, Perttu'
 'music industry' 'Finland' 'economics' 'early 21st c.' 'ecology'
 'energy demand' 'streaming media' 'mass media' 'Internet'
 'salaries, pensions, etc.' 'royalties' 'composition' 'creative process'
 'artificial intelligence' 'computer applications']"
15682,"['performance venues' 'Finland' 'Tampere' 'G Livelab Tampere'
 'musical life' 'music events' 'COVID-19 pandemic' 'music industry'
 'live music industry' 'wars and catastrophes' 'pandemics' 'ecology'
 'sustainability' 'early 21st c.' 'economics' 'income inequality'
 'mass media' 'Internet' 'livestreaming']"
15714,"['China' 'traditional music' 'ecological approach' 'ecology'
 'applied to Chinese traditional music']"
15797,"['staging' 'Schafer, R. Murray' '<Patria> cycle'
 '<The princess of the stars>' 'dramatic arts' 'music theater' 'ecology'
 'environmental music theater']"
15842,"['Francis of Assisi, Saint' 'tributes' '800th anniversary of birth'
 'religious institutions' 'United States of America' 'New York'
 'New York City' 'Cathedral of Saint John the Divine'
 'performance of <Missa Gaia>' '1982' 'performing groups--jazz and blues'
 'Paul Winter Consort' 'at Cathedral of Saint John the Divine'
 'Winter, Paul (1939-)' 'performances' '<Missa Gaia>' 'ecology'
 'spiritual ecology' 'Mass']"
15848,"['ecology' 'ecomusicology' 'ethnomusicology'
 'ethnomusicology as discipline' 'musicology' 'musicology as discipline']"
15891,"['spectral music' 'history and development'
 'influence on 21st-century music' 'syncretism'
 'twenty-first-century music' 'serialism' 'relation to spectral music'
 'postmodernism' 'ecology' 'acoustic ecology' 'quotation']"
