ac,name
35519,"['mixed media' 'Altavilla, Alessandro'
 '<The quiet walk> interactive mobile artwork' 'Tanaka, Atau'
 'computer applications' 'mobile devices' 'mobile cartography'
 'use in mixed media' 'geography' 'cartography' 'use of mobile devices'
 'electronic sound generation' 'mobile digital signal processing'
 'use in acoustic ecology' 'ecology' 'acoustic ecology'
 'use of mobile digital signal processing' 'urban studies'
 'soundscape studies']"
35712,"['cultural studies' 'cultural ecology' 'Europe' 'Western Europe'
 'role of music' '1933-45' 'culture' 'wars and catastrophes'
 'World War II' 'ecology']"
35772,"['Vietnam' 'traditional music' 'đờn ca tài tử' 'cultural sustainability'
 'ensemble playing' 'ecology' 'cultural ecology']"
35785,"['instruments--string (guitar family)' 'chinlili' 'Peru' 'Ayacucho'
 'ecology' 'sound ecology' 'culture']"
36029,"['politics' 'punk rock' 'anarcho-punk'
 'relation to ecology and anti-capitalism' 'rock' 'punk' 'activism'
 'relation to neoliberalism' 'anti-capitalism'
 'influenced by punk culture' 'ecology' 'environmentalism']"
36784,"['ecology' 'acoustic ecology' 'Schafer, R. Murray']"
36884,"['ethnomusicology' 'ethnomusicology as discipline'
 'concept of sustainability' 'ecology' 'ecology as discipline'
 'applied to ethnomusicology']"
36963,"['South Africa' 'politics' 'water resource management'
 'social-ecological systems research' 'role of dance/movement therapy'
 'ecology' 'political ecology' 'therapy--dance/movement therapy'
 'transdisciplinary applications'
 'applied to social-ecological systems research']"
38045,"['Indonesia' 'Sumatera' 'Mamak people' 'culture' 'pencak silat'
 'sports and games' 'martial arts' 'dance music--by genre' 'ecology'
 'ecomusicology' 'deforestation' 'influence on pencak silat']"
38165,"['China' 'traditional music' 'ecological approach' 'ecology'
 'applied to Chinese traditional music']"
38344,"['ecology' 'ecomusicology' 'film and video' 'ecocriticism'
 'Gackowski, Mikołaj' 'works, mixed media' '<Gagnam style without music>'
 'ecocritical analysis' 'video' 'performing groups--popular music'
 'Sigur Rós' '<Heima>' 'Jia, Zhangke' 'works, directing'
 '<Sanxia haoren> (Still life)' 'analysis' 'film' 'music videos']"
38387,['ecology' 'acoustic ecology' 'handbook' 'terminology']
39136,"['ecology' 'acoustic ecology' 'affective acoustic ecology' 'sound events'
 'computer applications' 'music information retrieval (MIR)']"
39185,"['Davis, Robert Edward (B-Tight)' 'sound recordings' 'lyrics'
 'relation to racial identity' 'Sorge, Samy (Samy Deluxe)'
 'performers--popular music' 'B-Tight' 'Samy Deluxe' 'Germany'
 'Afro-Germans' 'aesthetics' 'racial identity'
 'relation to B-Tight and Samy Deluxe' 'identity--collective' 'hip hop'
 'rap music' 'ecology' 'cultural ecology'
 'applied to Afro-German rap music' 'cultural studies' 'cultural theory'
 'postcolonial theory']"
39844,"['ecology' 'acoustic ecology' 'history and development' 'India' 'Delhi'
 'New Delhi' 'musical life']"
40466,"['Cambodia' 'traditional music' 'cultural sustainability' 'ecology'
 'cultural ecology' 'politics' 'Khmer Rouge' 'influence on musical life']"
40700,"['sports and games' 'computer games' 'sound design' 'fear'
 'psychology of music' 'psychophysiology' 'ecology' 'acoustic ecology']"
41278,"['ecology' 'ecomusicology' 'relation to popular music studies'
 'musicology' 'musicology as discipline' 'popular music--general'
 'popular music studies' 'interdisciplinarity' 'relation to ecomusicology'
 'Tagg, Philip' 'writings'
 '<Caught on the back foot: Epistemic inertia and visible music>'
 'musicologists']"
41945,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, V/2' 'everyday life'
 'soundscape' 'soundscape studies']"
41946,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, V/2' 'everyday life'
 'soundscape' 'soundscape studies']"
41947,['ecology' 'acoustic ecology' 'acoustic ecology as discipline']
41952,"['ecology' 'acoustic ecology' 'public vs. private spaces' 'space'
 'auditory space' 'silence']"
41953,"['ecology' 'acoustic ecology' 'chanting' 'voicescape' 'voice' 'soundscape'
 'soundscape studies' 'terminology' '""voicescape""']"
42135,"['congresses, conferences, symposia' 'Australia' 'Victoria' 'Melbourne'
 'acoustic ecology' '2003' 'ecology' 'conferences' 'culture']"
42136,"['ecology' 'acoustic ecology' 'acoustic ecology as discipline'
 'terminology' '""soundtexts""']"
42138,"['ecology' 'acoustic ecology' 'concept of open ear' 'Europe'
 'Western Europe' 'culture' 'sound' 'philosophy' 'Western philosophy'
 'religion and religious music--Christianity' 'medicine--by topic'
 'psychiatric medicine' 'politics' 'authoritarianism']"
42139,"['ecology' 'acoustic ecology' 'relation to sound design' 'sound design'
 'soundscape design' 'acoustic objectives' 'soundscape' 'noise'
 'noise control' 'relation to soundscape design']"
42140,"['ecology' 'acoustic ecology' 'relation to digital sound art' 'listening'
 'digital sound art' 'sound art']"
42142,"['congresses, conferences, symposia' 'Australia' 'Victoria' 'Melbourne'
 'acoustic ecology' '2003' 'ecology' 'conferences' 'culture']"
42143,"['congresses, conferences, symposia' 'Australia' 'Victoria' 'Melbourne'
 'acoustic ecology' '2003' 'ecology' 'conferences' 'culture'
 'societies, associations, fraternities, etc.--international'
 ""World Forum for Acoustic Ecology/Forum Mondial pour l'Ecologie Sonore""]"
42144,"['congresses, conferences, symposia' 'Australia' 'Victoria' 'Melbourne'
 'acoustic ecology' '2003' 'ecology' 'conferences' 'culture'
 'societies, associations, fraternities, etc.--international'
 'Australian Forum for Acoustic Ecology']"
42145,"['congresses, conferences, symposia' 'Australia' 'Victoria' 'Melbourne'
 'acoustic ecology' '2003' 'ecology' 'conferences' 'culture']"
42146,"['congresses, conferences, symposia' 'Australia' 'Victoria' 'Melbourne'
 'acoustic ecology' '2003' 'ecology' 'conferences' 'culture']"
42147,"['ecology' 'acoustic ecology' 'workshops' 'Australia' 'Victoria'
 'Clifton Hill' '2003' 'academic institutions'
 'Spensley Street Primary School' 'acoustic ecology workshops'
 'Schafer, R. Murray' 'life' 'congresses, conferences, symposia'
 'Melbourne']"
42148,"['ecology' 'acoustic ecology' 'Portugal' 'Coimbra' '2003'
 'Schafer, R. Murray' 'works, directing' 'Coimbra Vibra!' 'festivals'
 'cultural policies' 'national capital of culture'
 'directors, producers, etc.' 'Augusto, Carlos Alberto' 'musical life']"
42149,"['ecology' 'acoustic ecology' 'soundwalking' 'Australia' 'Victoria'
 'Melbourne' '2003' 'congresses, conferences, symposia']"
42153,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, III/2–IV/1' 'oceans'
 'nature' 'animals' 'marine animals']"
42154,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, III/2–IV/1' 'oceans'
 'nature' 'animals' 'marine animals']"
42159,"['animals' 'animal sounds' 'humpback whales' 'ecology' 'acoustic ecology'
 'oceans' 'nature' 'noise' 'anthropogenic noise'
 'influence on marine life']"
42163,"['societies, associations, fraternities, etc.--international'
 'Collectif Environnement Sonore (CES)'
 'Rencontres Architecture Musique Ecologie' '1998-2003'
 'congresses, conferences, symposia' 'Switzerland' 'Valais'
 'acoustic ecology' 'ecology' 'conferences']"
42169,"['academic institutions' 'Australia' 'Victoria' 'Melbourne'
 'RMIT University' 'SIAL Sound Studios'
 'congresses, conferences, symposia' 'acoustic ecology' '2003' 'ecology'
 'conferences' 'culture']"
42171,"['ecology' 'acoustic ecology' 'bibliographies' 'bibliographies--by topic'
 'webographies' 'soundscape' 'soundscape studies' 'sound design'
 'discographies' 'soundscape recordings' 'soundscape compositions'
 'sound art' 'soundscape education']"
42175,"['bibliographies--by topic' 'acoustic ecology' 'soundscape studies'
 'ecology' 'bibliographies' 'soundscape']"
42499,"['nature' 'natural soundscapes' 'soundscape ecology' 'animals'
 'animal sounds' 'ecology' 'sound art' 'environmental sound sculptures'
 'Krause, Bernard L. (Bernie)' 'biophonies' 'sound recordings--general'
 'sound recording and reproduction']"
42644,"['ecology' 'acoustic ecology' 'schizophonia' 'field recordings' 'space'
 'López, Francisco (1964-)' 'works' 'sound works' 'Thal-Nir, Asher']"
42822,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, XV/1' 'soundscape'
 'soundscape studies']"
42823,"['soundscape' 'soundscape studies' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, XV/1' 'ecology'
 'acoustic ecology']"
42824,"['ecology' 'acoustic ecology' 'relation to political ecology' 'politics'
 'political ecology' 'relation to acoustic ecology']"
42825,['ecology' 'acoustic ecology' 'involuntary musical imagery']
43031,"['nature' 'natural soundscapes' 'soundscape ecology' 'animals'
 'animal sounds' 'ecology' 'sound art' 'environmental sound sculptures'
 'Krause, Bernard L. (Bernie)' 'biophonies' 'sound recordings--general']"
43240,"['ecology' 'acoustic ecology' 'soundwalking' 'Austria' 'Salzburg'
 '1975-2015' 'culture']"
43282,['cultural studies' 'globalization' 'cultural ecology' 'ecology']
43628,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, VI/1' 'hearing disorders'
 'medicine--by topic']"
43629,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, VI/1' 'hearing disorders'
 'medicine--by topic']"
43630,"['medicine--by topic' 'hearing protection devices' 'earplugs' 'ecology'
 'acoustic ecology']"
43631,"['anatomy and physiology' 'hearing' 'medicine--by topic'
 'hearing disorders' 'ecology' 'acoustic ecology']"
43790,"['medicine--by topic' 'hearing disorders' 'Jordan, Randolph'
 'medicine--by name' 'ecology' 'acoustic ecology' 'listening']"
43791,"['congresses, conferences, symposia' 'Germany' 'Potsdam'
 'acoustic ecology' '2005' 'soundscape studies' 'ecology' 'conferences'
 'soundscape']"
43795,"['congresses, conferences, symposia' 'Portugal' 'Lisboa'
 'acoustic ecology' '2005' 'soundscape studies' 'soundscape' 'conferences'
 'ecology' 'societies, associations, fraternities, etc.--international'
 'International Institute of Acoustics and Vibration (IIAV)'
 ""World Forum for Acoustic Ecology/Forum Mondial pour l'Ecologie Sonore""]"
43801,"['libraries, museums, collections' 'Finland' 'Pori'
 'Porin Taidemuseo/Pori Art Museum'
 'Taidetta Ympäri ja Ämpäri/Art Here, There, and Everywhere'
 'soundwalking' 'children' 'ecology' 'acoustic ecology' 'listening']"
43928,"['ecology' 'acoustic ecology' 'history and development'
 'Schafer, R. Murray' 'writings' 'Lithuania' 'culture' 'early 21st c.'
 'soundscape' 'sound meditations' 'sound art' 'soundwalks'
 'sound sculptures' 'sound installations' 'soundscape compositions'
 'musique concrète' 'composition' 'compared with soundscape composition'
 'soundscape composition' 'compared with musique concrète']"
43981,"['performing organizations' 'New Zealand' 'Auckland'
 'Manukau Symphony Orchestra' 'musical life' 'ecology' 'cultural ecology'
 'cultural sustainability' 'performers--conducting' 'Grodd, Uwe']"
44013,"['foundations' 'David Suzuki Foundation' '<Playlist for the planet>'
 'Canada' 'popular music' 'environmentalism' 'popular music--by place'
 'sound recordings--by place' 'ecology' 'ecocriticism'
 'pedagogy--by place' 'environmental education' 'music industry'
 'aesthetics' 'authenticity' 'careers' 'musician' 'environment']"
44040,"['ecology' 'ecomusicology' 'nature' 'anthropology' 'multinaturalism'
 'applied to ecomusicology' 'ethnomusicology'
 'ethnomusicology as discipline' 'structuralism' 'environment'
 'climate change']"
44042,"['ecology' 'acoustic ecology' 'listening' 'soundscape' 'terminology'
 '""soundscape""']"
44062,"['China' 'minority peoples' 'traditional music'
 'conservation and development' 'ecological approach' 'Yunnan'
 'Xishuangbanna Daizu Zizhizhou' 'ecology' 'cultural ecology'
 'natural and social aspects' 'applied to China minority cultures'
 'cultural policies']"
44063,"['China' 'Yunnan' 'Xishuangbanna Daizu Zizhizhou' 'minority peoples'
 'traditional music' 'ecological approach' 'Jinuo people'
 'history and development' 'Blang people' 'Hani people' 'Dai people'
 'ecology' 'cultural ecology' 'natural and social aspects'
 'applied to traditional music']"
44098,"['sound recording and reproduction' 'immersive audio' 'ecology'
 'acoustic ecology' 'relation to immersive audio' 'acoustic communication'
 'listening' 'aesthetics' 'mass media' 'film and video' 'film sound'
 'computer applications' 'virtual reality' 'sound art'
 'interactive sound installations' 'Droumeva, Milena' '<Ec(h)o>']"
44116,"['ecology' 'acoustic ecology' 'schizophonia' 'voice' 'mediation'
 'film music and television music' 'dubbing' 'Huyghe, Pierre'
 'works, directing' '<Blanche-Neige Lucie>' 'film and video']"
44336,"['pedagogy--general' 'music education' 'interdisciplinarity' 'psychology'
 'psychology as discipline' 'relation to pedagogy' 'science'
 'natural sciences' 'ecology' 'ecoacoustics' 'soundscape'
 'soundscape studies' 'history and development' '1960s-70s' 'terminology'
 '""soundscape""' 'acoustic ecology' 'academic institutions' 'Canada'
 'British Columbia' 'Burnaby' 'Simon Fraser University'
 'World Soundscape Project']"
44340,"['soundscape' 'soundscape studies' 'Japan'
 'Soundscape Project for Earthquake Disaster 3.11' '2011-12'
 'societies, associations, fraternities, etc.--national'
 'Nihon Saundosukēpu Kyōkai\u200f/Soundscape Association of Japan'
 'ecology' 'acoustic ecology' 'global composition' 'Tōhoku earthquake'
 'wars and catastrophes' 'earthquakes' 'Great East Japan Earthquake'
 'soundscapes' 'history']"
44341,['ecology' 'acoustic ecology' 'language']
44347,"['listening' 'mobile listening' 'ecology' 'concept of edge species'
 'acoustic ecology' 'soundwalking' 'GPS soundwalks' 'ecosystems'
 'concept of ecotone' 'applied to soundwalking' 'mass media'
 'locative media' 'Global Positioning System (GPS)']"
44351,"['soundscape' 'soundscape studies' 'Poland' 'ecology' 'acoustic ecology'
 'culture']"
44355,['ecology' 'acoustic ecology' 'soundwalking' 'change']
44357,"['ecology' 'ecological crisis' 'Sonic Ecologies' 'soundscape'
 'soundscape studies' 'sound art' 'environmental sound art' 'environment'
 'climate change']"
44360,"['ecology' 'soundscape ecology' 'biosphere reserves'
 'Biosphere Soundscapes (BioScapes)' 'cultural organizations'
 'United Nations Educational, Scientific and Cultural Organization (UNESCO)'
 'sound art' 'ecological sound art']"
44368,"['ecology' 'acoustic communication' 'listening' 'listening education'
 'pedagogy--general']"
44370,"['space' 'augmented space' 'sound media'
 'sound recording and reproduction' 'mass media' 'ecology' 'ecocriticism'
 'Manovich, Lev' 'writings']"
44386,"['Turkey' 'İstanbul' 'culture' 'social environments'
 'acoustic communication' 'ecology' 'urban studies']"
44394,"['nature' 'natural soundscapes' 'soundscape ecology' 'animals'
 'animal sounds' 'ecology' 'sound recordings--general' 'sound art'
 'environmental sound sculptures' 'Krause, Bernard L. (Bernie)'
 'biophonies']"
44415,['ecology' 'urban ecology' 'urban studies']
44416,"['ecology' 'acoustic ecology' 'applied to urban political ecology'
 'urban political ecology' 'relation to acoustic ecology' 'sound design'
 'soundscape design' 'urban studies' 'politics' 'Schafer, R. Murray'
 'writings'
 '<The tuning of the world: Toward a theory of soundscape design>']"
44531,"['ecology' 'sound ecology' 'Guattari, Félix' 'writings'
 'applied to sound ecology']"
44574,"['ecology' 'acoustic ecology' 'soundwalking' 'creative process'
 'listening' 'academic institutions' 'Canada' 'Québec' 'Montréal'
 'Concordia University (Montréal)' 'Soundwalking Interactions']"
44691,"['ecology' 'ecology as discipline' 'relation to peace education'
 'pedagogy--general' 'peace education' 'relation to ecology'
 'community music' 'musicking' 'musicking as ecological behavior']"
44911,"['ecology' 'ecomusicology' 'ethnomusicology'
 'ethnomusicology as discipline' 'musicology' 'musicology as discipline']"
44912,"['congresses, conferences, symposia' 'Canada' 'Ontario' 'London'
 'ecomusicology' '2012' 'ecology' 'conferences' 'musicology'
 'academic activities']"
44914,"['bibliographies--by topic' 'ecomusicology' 'ecology' 'bibliographies'
 'ethnomusicology' 'publications' 'musicology']"
44921,"['ecology' 'ecomusicology' 'pedagogy' 'college and university'
 'pedagogy--general' 'music education']"
44923,"['congresses, conferences, symposia' 'Germany' 'Köln' 'ecomusicology'
 '2011' 'ecology' 'conferences' 'musicology' 'academic activities']"
44924,"['congresses, conferences, symposia' 'Canada' 'Québec' 'Montréal'
 'ecomusicology' '2011' 'ecology' 'popular music' 'conferences'
 'societies, associations, fraternities, etc.--national'
 'International Association for the Study of Popular Music Canada'
 'popular music--general' 'popular music studies']"
45175,"['environment' 'environmental policies' 'Mexico' 'Sinaloa'
 'relation to Yoreme people' 'instruments--percussion, miscellaneous'
 'rattles' 'Yoreme people' 'ceremonies' 'ecological worldview' 'animals'
 'giant silk moths' 'cocoons' 'use in rattle making' 'ecology'
 'land use policies' 'Indigenous peoples--Americas'
 'eco-organological approach' 'history' 'Green Revolution' '1950s-60s']"
45497,"['Tijoux, Ana' 'works' 'singing' 'performers--popular music' 'politics'
 'activism' 'ecology' 'analysis' 'viewed by Ana Tijoux' 'nature'
 'non-human beigns' 'song texts'
 'relation to ecological and decolonial discourses']"
45529,"['ecology' 'soundscape ecology' 'natural soundscapes' 'nature' 'animals'
 'animal sounds' 'sound recording and reproduction' 'sound art'
 'environmental sound sculptures' 'Krause, Bernard L. (Bernie)'
 'biophonies']"
45568,"['phenomenology' 'cultural phenomenology' 'digital media'
 'aural embodiment' 'computer applications' 'ecology' 'acoustic ecology'
 'soundwalking' 'iPod' 'sound recording and reproduction' 'RjDj app']"
45919,"['mixed media' 'Thirumalaisamy, Sindhu'
 '<Composition for temple speakers>'
 'religion and religious music--Hinduism' 'noise' 'noise music'
 'listening' 'relation to Hindu devotional music' 'ecology'
 'acoustic ecology']"
45938,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, X/1' 'sonic ambiance'
 'soundscape' 'soundscape studies']"
45939,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, X/1' 'soundscape'
 'soundscape studies']"
45942,"['ecology' 'acoustic ecology' 'noise' 'urban studies'
 'acoustic territoriality' 'urban areas' 'politics' 'sound politics'
 'Japan' 'Ōsaka' 'Ishibashi' 'culture' 'soundscape']"
45945,['Canada' 'culture' 'acoustic ecology' 'early 21st c.' 'ecology']
46376,"['instruments--percussion' 'percussion instruments, making'
 'sustainability' 'ecology' 'economics' 'ethics and morals']"
46378,"['ecology' 'ecomusicology' 'periodicals' '<Ecomusicology review>, IV'
 'listening']"
46379,"['ecology' 'ecomusicology' 'periodicals' '<Ecomusicology review>, IV'
 'listening']"
46382,"['ecology' 'ecocriticism' 'place' 'sound recordings--by name'
 'Garland, Judy' '<Over the rainbow>' 'Gumm, Frances (Judy Garland)'
 'sound recordings' 'performers--voice' 'film and video' 'Fleming, Victor'
 '<The Wizard of Oz>']"
46383,"['congresses, conferences, symposia' 'Slovenia' 'Ljubljana'
 'ecomusicology' '2015' 'ecology' 'conferences' 'musicology'
 'academic activities' 'ethnomusicology']"
46384,"['ecology' 'ecomusicology' 'environmental crisis'
 'Music, Nature, and Environmental Crises: A Northern Perspective on Ecocritical Trends in Contemporary Music'
 'musicologists' 'Torvinen, Juha']"
46385,"['ecology' 'ecomusicology' 'environmental crisis'
 'Music, Nature, and Environmental Crises: A Northern Perspective on Ecocritical Trends in Contemporary Music'
 'Torvinen, Juha' 'interviews' 'musicologists']"
46388,"['soundscape' 'soundscape studies' 'history and development' '1960s-70s'
 'terminology' '""soundscape""' 'ecology' 'acoustic ecology'
 'academic institutions' 'Canada' 'British Columbia' 'Burnaby'
 'Simon Fraser University' 'World Soundscape Project']"
46389,"['soundscape' 'soundscape studies' 'Japan'
 'Soundscape Project for Earthquake Disaster 3.11' '2011-12'
 'societies, associations, fraternities, etc.--national'
 'Nihon Saundosukēpu Kyōkai\u200f/Soundscape Association of Japan'
 'ecology' 'acoustic ecology' 'global composition' 'Tōhoku earthquake'
 'wars and catastrophes' 'earthquakes' 'Great East Japan Earthquake'
 'soundscapes' 'history']"
46391,"['Turkey' 'İstanbul' 'culture' 'social environments'
 'acoustic communication' 'ecology' 'urban studies']"
46392,"['listening' 'mobile listening' 'ecology' 'concept of edge species'
 'acoustic ecology' 'soundwalking' 'GPS soundwalks' 'ecosystems'
 'concept of ecotone' 'applied to soundwalking' 'Rueb, Teri'
 'works, mixed media' '<Core sample>' 'sound art' 'mass media'
 'locative media' 'Global Positioning System (GPS)']"
46393,"['ecology' 'ecological crisis' 'Sonic Ecologies' 'soundscape'
 'soundscape studies' 'sound art' 'environmental sound art' 'environment'
 'climate change']"
46395,"['ecology' 'acoustic ecology' 'soundwalking' 'emplaced perception'
 'perception']"
46422,"['Langan, Sean' 'life' 'Pakistan' 'capture by Taliban'
 'wars and catastrophes' 'terrorist attacks' 'France' 'Paris' 'Bataclan'
 '2015' 'performance venues' 'ecology' 'acoustic ecology'
 'hostage survivors' 'reconstruction process' 'role of music'
 'terror attack survivors']"
46605,"['soundscape' 'soundscape studies' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, III/1'
 'digital technology' 'ecology' 'acoustic ecology' 'digital networks']"
46606,"['soundscape' 'soundscape studies' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, III/1'
 'digital technology' 'ecology' 'acoustic ecology' 'digital networks']"
46607,"['ecology' 'acoustic ecology' 'digital technology' 'computer applications'
 'digital networks']"
46608,"['De Kerckhove, Derrick' 'interviews' 'computer applications'
 'digital media' 'relation to acoustic ecology' 'ecology'
 'acoustic ecology' 'relation to digital media']"
46611,"['ecology' 'acoustic ecology' 'digital technology'
 'sound recording and reproduction']"
46619,"['academic institutions' 'Canada' 'British Columbia' 'Burnaby'
 'Simon Fraser University' 'acoustic communication studies' '1973-2001'
 'soundscape' 'soundscape education' 'ecology' 'acoustic ecology'
 'activities of Barry Truax' 'Schafer, R. Murray' 'life' 'pedagogues'
 'Truax, Barry']"
46621,"['ecology' 'acoustic ecology' 'academic programs' '2001'
 'academic institutions' 'Germany' 'Halle (Saale)'
 'Burg Giebichenstein Hochschule für Kunst und Design Halle' 'England'
 'London' 'City University London' 'United States of America' 'Iowa'
 'Iowa City' 'University of Iowa' 'Canada' 'Québec' 'Montréal'
 'Concordia University (Montréal)' 'India' 'Mahārāshtra' 'Mumbai'
 'Rizvi College of Architecture' 'British Columbia' 'Burnaby'
 'Simon Fraser University' 'foundations' 'Pauline Oliveros Foundation'
 'Deep Listening Certificate Program']"
46626,"['ecology' 'acoustic ecology' 'relation to environmental studies'
 'environmental studies' 'relation to acoustic ecology']"
46629,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, II/1' 'blind listening'
 'soundscape' 'soundscape studies' 'listening']"
46632,['ecology' 'acoustic ecology' 'soundwalking' 'wind' 'nature']
46634,"['ecology' 'acoustic ecology' 'soundwalking' 'night'
 'sexuality and gender' 'women' 'ethics and morals']"
46636,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, II/1' 'blind listening'
 'soundscape' 'soundscape studies' 'listening']"
46664,"['bibliographies--by topic' 'soundscape studies' 'acoustic ecology'
 'ecology' 'bibliographies' 'soundscape' 'discographies'
 'soundscape recordings' 'soundscape compositions' 'webographies'
 'soundscape education']"
46665,"['ecology' 'sustainability' 'role of music' 'cultural studies' 'amateurs'
 'participatory music']"
46669,"['bibliographies--by topic' 'soundscape studies' 'acoustic ecology'
 'ecology' 'bibliographies' 'soundscape' 'discographies'
 'soundscape compositions']"
46697,"['ecology' 'cultural ecology' 'Western culture'
 'ubiquitous music (ubimus)' 'early 21st c.' 'cultural studies' 'noise']"
46833,"['ecology' 'ecoacoustics' 'equatorial rainforests'
 'Fragments of Extinction' 'sound art' 'environmental sound art'
 'Monacchi, David' 'nature']"
47170,"['congresses, conferences, symposia' 'Greece' 'Kerkyra' 'acoustic ecology'
 '2011' 'ecology' 'conferences']"
47171,"['congresses, conferences, symposia' 'Greece' 'Kerkyra' 'acoustic ecology'
 '2011' 'ecology' 'conferences']"
47172,['ecology' 'acoustic ecology' 'focus' 'balance']
47173,"['Schafer, R. Murray' 'writings' 'acoustic ecology' 'ecology'
 'McLuhan, Marshall' 'media ecology' 'mass media']"
47181,"['ecology' 'acoustic ecology' 'Internet' 'virtual worlds' 'Second Life'
 'mass media' 'sound design' 'soundscape design' 'sound art'
 'sound installations' 'soundscape']"
47182,"['ecology' 'acoustic ecology' 'soundmapping'
 'automatically updated soundmaps']"
47183,"['Xenakis, Iannis' 'tributes' '10th anniversary of death' 'ecology'
 'acoustic ecology' 'relation to Iannis Xenakis']"
47196,"['congresses, conferences, symposia' 'Greece' 'Kerkyra' 'acoustic ecology'
 '2011' 'ecology' 'conferences'
 'societies, associations, fraternities, etc.--international'
 ""World Forum for Acoustic Ecology/Forum Mondial pour l'Ecologie Sonore""]"
47242,"['ecology' 'acoustic ecology' 'locative sound' 'urban studies'
 'urban sound art' 'mass media' 'locative media' 'sound art'
 'Barclay, Leah' 'directors, producers, etc.']"
47269,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, VIII/1' 'soundscape'
 'soundscape studies']"
47270,"['ecology' 'acoustic ecology' 'periodicals'
 '<Soundscape: The journal of acoustic ecology>, VIII/1' 'soundscape'
 'soundscape studies']"
47274,"['musique concrète' 'aesthetics' 'relation to acoustic ecology' 'ecology'
 'acoustic ecology' 'listening' 'relation to musique concrète'
 'Schaeffer, Pierre' 'writings' 'Schafer, R. Murray']"
47356,"['Scott, Derek B.' 'interviews' 'ecomusicology' 'musicologists' 'ecology'
 'politics' 'England' 'Beverley' 'Russell, Henry' 'works'
 '<Woodman, spare that tree!>' 'Morris, George Pope' 'writings'
 'set by Henry Russell' 'poetry']"
47358,"['ecology' 'ecomusicology' 'pedagogy' 'college and university'
 'pedagogy--general' 'music education']"
47359,"['ecology' 'ecomusicology' 'conferences' '2012'
 'congresses, conferences, symposia' 'United States of America'
 'Louisiana' 'New Orleans' 'musicology' 'academic activities'
 'ethnomusicology' 'music theory']"
47360,"['ecology' 'ecomusicology' 'conferences' '2012'
 'congresses, conferences, symposia' 'Australia'
 'Australian Capital Territory' 'Canberra' 'Tasmania' 'Hobart'
 'societies, associations, fraternities, etc.--international'
 'Musicological Society of Australia (MSA)'
 'International Association for the Study of Popular Music (IASPM)']"
47361,"['ecology' 'ecomusicology' 'conferences' '2013'
 'societies, associations, fraternities, etc.--international'
 'International Association for the Study of Popular Music--U.S. Chapter']"
47362,"['ecology' 'ecomusicology' 'Anthropocene' 'environment' 'climate change'
 'time' 'geologic time' 'science' 'climate change science'
 'activities of Nathan Currier']"
47363,"['ecology' 'ecomusicology' 'ecocriticism' 'environment'
 'environmental crisis' 'musicology' 'musicology as discipline'
 'United States of America' 'ethnomusicology'
 'ethnomusicology as discipline' 'Allen, Aaron S.' 'interviews'
 'musicologists' 'societies, associations, fraternities, etc.--national'
 'American Musicological Society (AMS)' 'Ecocriticism Study Group (ESG)'
 'societies, associations, fraternities, etc.--international'
 'Society for Ethnomusicology (SEM)'
 'Ecomusicology Special Interest Group (ESIG)']"
47364,"['ecology' 'ecomusicology' 'ecocriticism' 'environment'
 'environmental crisis' 'musicology' 'musicology as discipline'
 'United States of America' 'ethnomusicology'
 'ethnomusicology as discipline' 'Allen, Aaron S.' 'interviews'
 'musicologists' 'societies, associations, fraternities, etc.--national'
 'American Musicological Society (AMS)' 'Ecocriticism Study Group (ESG)'
 'societies, associations, fraternities, etc.--international'
 'Society for Ethnomusicology (SEM)'
 'Ecomusicology Special Interest Group (ESIG)']"
47365,"['bibliographies--by topic' 'ecomusicology' '2013' 'ecology' 'editions'
 'Indiana University Press' '<Music, nature, place> (series)'
 'publishers and printers']"
47366,"['bibliographies--by topic' 'ecomusicology' '2013' 'ecology'
 'bibliographies' 'periodicals' '<The New York times>']"
47367,"['congresses, conferences, symposia' 'Canada' 'Newfoundland and Labrador'
 ""St. John's"" 'ecomusicology' '2013' 'ecology' 'conferences' 'musicology'
 'academic activities' 'ethnomusicology']"
