city,edition,sport,discipline,athlete,country_code,gender,event,event_gender,medal,result
Beijing,2008,football,Football,"COX, Stephanie",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"HEATH, Tobin",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"HUCLES, Angela",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"KAI, Natasha",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"LLOYD, Carli",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"MARKGRAF, Kate",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"MITTS, Heather",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"O REILLY, Heather",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"RAMPONE, Christie",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"RODRIGUEZ, Amy",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"SOLO, Hope",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"TARPLEY, Lindsay",USA,Women,football,W,gold,1
Beijing,2008,football,Football,"WAGNER, Aly",USA,Women,football,W,gold,1
Beijing,2008,football,Football,ANDREIA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,ANDREIA ROSA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,BARBARA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,CRISTIANE,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,DANIELA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,ERIKA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,ESTER,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,FABIANA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,FORMIGA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,FRANCIELLE,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,MARTA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,MAURINE,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,MAYCON,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,PRETINHA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,RENATA COSTA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,ROSANA,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,SIMONE,BRA,Women,football,W,silver,2
Beijing,2008,football,Football,TANIA,BRA,Women,football,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"CHENG, Fei",CHN,Women,balance beam,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"JOHNSON, Shawn",USA,Women,balance beam,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"LIUKIN, Nastia",USA,Women,balance beam,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"GOLOTSUTSKOV, Anton",RUS,Men,floor exercises,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"ZOU, Kai",CHN,Men,floor exercises,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"DEFERR, Gervasio",ESP,Men,floor exercises,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"LIUKIN, Nastia",USA,Women,floor exercises,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"IZBASA, Sandra",ROU,Women,floor exercises,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"JOHNSON, Shawn",USA,Women,floor exercises,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"HAMBUECHEN, Fabian",GER,Men,horizontal bar,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"ZOU, Kai",CHN,Men,horizontal bar,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"HORTON, Jonathan",USA,Men,horizontal bar,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"CARANOBE, Benoit",FRA,Men,individual all-round,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"YANG, Wei",CHN,Men,individual all-round,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"UCHIMURA, Kohei",JPN,Men,individual all-round,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"YANG, Yilin",CHN,Women,individual all-round,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"LIUKIN, Nastia",USA,Women,individual all-round,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"JOHNSON, Shawn",USA,Women,individual all-round,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"FOKIN, Anton",UZB,Men,parallel bars,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"LI, Xiaopeng",CHN,Men,parallel bars,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"YOO, Wonchul",KOR,Men,parallel bars,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"SMITH, Louis",GBR,Men,pommel horse,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"XIAO, Qin",CHN,Men,pommel horse,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"UDE, Filip",CRO,Men,pommel horse,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"VOROBIOV, Oleksandr",UKR,Men,rings,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"CHEN, Yibing",CHN,Men,rings,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"YANG, Wei",CHN,Men,rings,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"ARTEMEV, Alexander",USA,Men,team competition,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"BHAVSAR, Raj",USA,Men,team competition,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"HAGERTY, Joey",USA,Men,team competition,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"HORTON, Jonathan",USA,Men,team competition,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"SPRING, Justin",USA,Men,team competition,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"TAN, Kai Wen",USA,Men,team competition,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"CHEN, Yibing",CHN,Men,team competition,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"HUANG, Xu",CHN,Men,team competition,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"LI, Xiaopeng",CHN,Men,team competition,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"XIAO, Qin",CHN,Men,team competition,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"YANG, Wei",CHN,Men,team competition,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"ZOU, Kai",CHN,Men,team competition,M,gold,1
Beijing,2008,gymnastics,Artistic G.,"KASHIMA, Takehiro",JPN,Men,team competition,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"NAKASE, Takuya",JPN,Men,team competition,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"OKIGUCHI, Makoto",JPN,Men,team competition,M,silver,2
,2008,gymnastics,Artistic G.,"SAKAMOTO, Koki",JPN,Men,team competition,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"TOMITA, Hiroyuki",JPN,Men,team competition,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"UCHIMURA, Kohei",JPN,Men,team competition,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"ACATRINEI, Andreea",ROU,Women,team competition,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"DRAGOI, Gabriela",ROU,Women,team competition,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"GRIGORE, Andreea",ROU,Women,team competition,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"IZBASA, Sandra",ROU,Women,team competition,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"NISTOR, Steliana",ROU,Women,team competition,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"TAMIRJAN, Anamaria",ROU,Women,team competition,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"CHENG, Fei",CHN,Women,team competition,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"DENG, Linlin",CHN,Women,team competition,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"HE, Kexin",CHN,Women,team competition,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"JIANG, Yuyuan",CHN,Women,team competition,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"LI, Shanshan",CHN,Women,team competition,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"YANG, Yilin",CHN,Women,team competition,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"JOHNSON, Shawn",USA,Women,team competition,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"LIUKIN, Nastia",USA,Women,team competition,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"MEMMEL, Chellsie",USA,Women,team competition,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"PESZEK, Samantha",USA,Women,team competition,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"SACRAMONE, Alicia",USA,Women,team competition,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"SLOAN, Bridget",USA,Women,team competition,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"YANG, Yilin",CHN,Women,uneven bars,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"HE, Kexin",CHN,Women,uneven bars,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"LIUKIN, Nastia",USA,Women,uneven bars,W,silver,2
Beijing,2008,gymnastics,Artistic G.,"GOLOTSUTSKOV, Anton",RUS,Men,vault,M,bronze,3
Beijing,2008,gymnastics,Artistic G.,"BLANIK, Leszek",POL,Men,vault,M,gold,1
Beijing,,gymnastics,Artistic G.,"BOUHAIL, Thomas",FRA,Men,vault,M,silver,2
Beijing,2008,gymnastics,Artistic G.,"CHENG, Fei",CHN,Women,vault,W,bronze,3
Beijing,2008,gymnastics,Artistic G.,"HONG, Un Jong",PRK,Women,vault,W,gold,1
Beijing,2008,gymnastics,Artistic G.,"CHUSOVITINA, Oxana.",GER,Women,vault,W,silver,2
Beijing,2008,gymnastics,Rhythmic G.,"BABUSHKINA, Olesya",BLR,Women,group competition,W,bronze,3
Beijing,2008,gymnastics,Rhythmic G.,"IVANKOVA, Anastasia",BLR,Women,group competition,W,bronze,3
Beijing,2008,gymnastics,Rhythmic G.,"LUNINA, Zinaida",BLR,Women,group competition,W,bronze,3
Beijing,2008,gymnastics,Rhythmic G.,"MARTINOVICH, Glafira",BLR,Women,group competition,W,bronze,3
Beijing,2008,gymnastics,Rhythmic G.,"SANKOVICH, Ksenia",BLR,Women,group competition,W,bronze,3
Beijing,2008,gymnastics,Rhythmic G.,"TUMILOVICH, Alina",BLR,Women,group competition,W,bronze,3
Beijing,2008,gymnastics,Rhythmic G.,"ALIYCHUK, Margarita",RUS,Women,group competition,W,gold,1
Beijing,2008,gymnastics,Rhythmic G.,"GAVRILENKO, Anna",RUS,Women,group competition,W,gold,1
Beijing,2008,gymnastics,Rhythmic G.,"GORBUNOVA, Tatiana",RUS,Women,group competition,W,gold,1
Beijing,2008,gymnastics,Rhythmic G.,"POSEVINA, Elena",RUS,Women,group competition,W,gold,1
Beijing,2008,gymnastics,Rhythmic G.,"SHKURIKHINA, Daria",RUS,Women,group competition,W,gold,1
Beijing,2008,gymnastics,Rhythmic G.,"ZUEVA, Natalia",RUS,Women,group competition,W,gold,1
Beijing,2008,gymnastics,Rhythmic G.,"CAI, Tongtong",CHN,Women,group competition,W,silver,2
Beijing,2008,gymnastics,Rhythmic G.,"CHOU, Tao",CHN,Women,group competition,W,silver,2
Beijing,2008,gymnastics,Rhythmic G.,"LU, Yuanyang",CHN,Women,group competition,W,silver,2
Beijing,2008,gymnastics,Rhythmic G.,"SUI, Jianshuang",CHN,Women,group competition,W,silver,2
Beijing,2008,gymnastics,Rhythmic G.,"SUN, Dan",CHN,Women,group competition,W,silver,2
Beijing,2008,gymnastics,Rhythmic G.,"ZHANG, Shuo",CHN,Women,group competition,W,silver,2
Beijing,2008,gymnastics,Rhythmic G.,"BESSONOVA, Anna",UKR,Women,individual all-round,W,bronze,3
Beijing,2008,gymnastics,Rhythmic G.,"KANAEVA, Evgeniya",RUS,Women,individual all-round,W,gold,1
Beijing,2008,gymnastics,Rhythmic G.,"ZHUKOVA, Inna",BLR,Women,individual all-round,W,silver,2
Beijing,2008,gymnastics,Trampoline,"DONG, Dong",CHN,Men,individual,M,bronze,3
Beijing,2008,gymnastics,Trampoline,"LU, Chunlong",CHN,Men,individual,M,gold,1
Beijing,2008,gymnastics,Trampoline,"BURNETT, Jason",CAN,Men,individual,M,silver,2
Beijing,2008,gymnastics,Trampoline,"KHILKO, Ekaterina",UZB,Women,individual,W,bronze,3
Beijing,2008,gymnastics,Trampoline,"HE, Wenna",CHN,Women,individual,W,gold,1
Beijing,2008,gymnastics,Trampoline,"COCKBURN, Karen",CAN,Women,individual,W,silver,2
Beijing,2008,handball,Handball,"BARRUFET, David",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"BELAUSTEGUI, Jon",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"DAVIS, David",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"ENTRERRIOS, Alberto",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"ENTRERRIOS, Raul",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"GARABAYA, Ruben",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"GARCIA, Juan",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"HOMBRADOS, Jose Javier",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"LOZANO, Demetrio",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"MALMAGRO, Cristian",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"PRIETO, Carlos",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"ROCAS, Albert",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"ROMERO, Iker",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"TOMAS, Victor",ESP,Men,handball,M,bronze,3
Beijing,2008,handball,Handball,"ABALO, Luc",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"ABATI, Joel",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"BURDET, Cedric",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"DINART, Didier",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"FERNANDEZ, Jerome",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"GILLE, Bertrand",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"GILLE, Guillaume",FRA,Men,handball,M,gold,1
Beijing,,handball,Handball,"GIRAULT, Olivier",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"GUIGOU, Michael",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"KARABATIC, Nikola",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"KARABOUE, Daouda",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"KEMPE, Christophe",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"NARCISSE, Daniel",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"OMEYER, Thierry",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"PATY, Cedric",FRA,Men,handball,M,gold,1
Beijing,2008,handball,Handball,"ASGEIRSSON, Sturla",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"ATLASON, Arnor",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"GEIRSSON, Logi",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"GUDJONSSON, Snorri Steinn",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"GUDMUNDSSON, Hreidar Levy",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"GUNNARSSON, Robert",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"GUSTAVSSON, Bjorgvin Pall",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"HALLGRIMSSON, Asgeir Orn",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"INGIMUNDARSON, Ingimundur",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"JAKOBSSON, Sverre Andreas",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"PETERSSON, Alexander",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"SIGURDSSON, Gudjon Valur",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"SIGURDSSON, Sigfus",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"STEFANSSON, Olafur",ISL,Men,handball,M,silver,2
Beijing,2008,handball,Handball,"AN, Junghwa",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"BAE, Minhee",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"CHOI, Imjeong",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"HONG, Jeong-Ho",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"HUH, Soonyoung",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"KIM, Chayoun",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"KIM, Namsun",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"KIM, Ona",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"LEE, Minhee",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"MOON, Pilhee",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"OH, Seongok",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"OH, Yong Ran",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"PARK, Chunghee",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"SONG, Hairim",KOR,Women,handball,W,bronze,3
Beijing,2008,handball,Handball,"AAMODT, Ragnhild",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"BREIVANG, Karoline Dyhre",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"FRAFJORD, Marit Malm",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"GRIMSBOE, Kari Aalvik",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"HAMMERSENG, Gro",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"HARALDSEN, Katrine Lunde",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"JOHANSEN, Kari Mette",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"LARSEN, Tonje",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"LUNDE, Kristine",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"LYBEKK, Else Marthe Soerlie",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"NOESTVOLD, Tonje",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"NYBERG, Katja",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"RIEGELHUTH, Linn-Kristin",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"SNORROEGGEN, Goeril",NOR,Women,handball,W,gold,1
Beijing,2008,handball,Handball,"ANDRYUSHINA, Ekaterina",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"BLIZNOVA, Irina",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"DMITRIEVA, Elena",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"KAREEVA, Anna",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"MARENNIKOVA, Ekaterina",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"POLENOVA, Elena",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"POLTORATSKAYA, Irina",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"POSTNOVA, Liudmila",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"ROMENSKAYA, Oxana",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"SHIPILOVA, Natalia",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"SIDOROVA, Maria",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"SUSLINA, Inna",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"TUREY, Emiliya",RUS,Women,handball,W,silver,2
Beijing,2008,handball,Handball,"USKOVA, Yana",RUS,Women,handball,W,silver,2
Beijing,2008,hockey,Hockey,"ABBOTT, Des",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"BROOKS, Travis",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"BROWN, Kiel",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"DE YOUNG, Liam",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"DOERNER, Luke",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"DWYER, Jamie",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"GEORGE, Bevan",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"GUEST, David",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"HAMMOND, Rob",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"KAVANAGH, Fergus",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"KNOWLES, Mark",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"LAMBERT, Stephen",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"MATHESON, Eli",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"OCKENDEN, Eddie",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"SCHUBERT, Grant",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"SMITH, Andrew",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"WELLS, Matthew",AUS,Men,hockey,M,bronze,3
Beijing,2008,hockey,Hockey,"BIEDERLACK, Sebastian",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"FUERSTE, Moritz",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"HAUKE, Tobias",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"KELLER, Florian",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"KORN, Oliver",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"MEINERT, Niklas",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"MONTAG, Jan-Marco",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"MUELLER, Maximilian",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"NEVADO, Carlos",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"WEINHOLD, Max",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"WEISSENBORN, Tibor",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"WESS, Benjamin",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"WESS, Timo",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"WITTE, Philip",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"WITTHAUS, Matthias",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"ZELLER, Christopher",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"ZELLER, Philipp",GER,Men,hockey,M,gold,1
Beijing,2008,hockey,Hockey,"ALEGRE, David",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"ALEGRE, Ramon",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"AMAT, Pol",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"ARBOS, Eduard",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"CORTES, Francisco",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"ENRIQUE, Sergi",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"FABREGAS, Alex",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"FABREGAS, Francisco",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"FERNANDEZ, Juan",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"FREIXA, Santiago",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"GARZA, Rodrigo",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"OLIVA, Roc",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"RIBAS, Xavier",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"SALA, Albert",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"SOJO, Victor",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"TUBAU, Eduard",ESP,Men,hockey,M,silver,2
Beijing,2008,hockey,Hockey,"AICEGA, Magdalena",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"AYMAR, Luciana",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"BARRIONUEVO, Noel",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"BURKART, Claudia",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"GARCIA, Agustina",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"GONZALEZ OLIVA, Mariana",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"GULLA, Alejandra",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"HERNANDEZ, Maria de la Paz",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"KANEVSKY, Giselle",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"LUCHETTI, Rosario",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"MARGALOT, Mercedes",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"REBECCHI, Carla",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"ROSSI, Mariana",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"RUSSO, Marine",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"SUCCI, Belen",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"VUKOJICIC, Paola",ARG,Women,hockey,W,bronze,3
Beijing,2008,hockey,Hockey,"AGLIOTTI, Marilyn",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"BOOIJ, Minke",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"DE GOEDE, Eva",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"DE ROEVER, Lisanne",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"DIJKSTRA, Wieke",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"GODERIE, Maartje",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"HOOG, Ellen",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"MOREIRA DE MELO, Fatima",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"MULDER, Eefke",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"PAUMEN, Maartje",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"POLKAMP, Sophie",NED,Women,hockey,W,gold,1
Beijing,2008,hockey,Hockey,"SCHOPMAN, Janneke",NED,Women,hockey,W,gold,1
